product_handle,brand_handle,variant_handle,barcode,backup_barcodes,images,thumbnail,is_active
white-pepper-ground,natco,100g,GEN_white-pepper-ground_100g,GEN_white-pepper-ground_100g;ALT_white-pepper-ground_100g,natco_white-pepper-ground-jar.jpg,natco_white-pepper-ground-jar.jpg,true
white-pepper-ground-jar,natco,100g,GEN_white-pepper-ground-jar_100g,GEN_white-pepper-ground-jar_100g;ALT_white-pepper-ground-jar_100g,natco_white-pepper-ground-jar.jpg,natco_white-pepper-ground-jar.jpg,true
yellow-mustard-seeds,natco,300g,GEN_yellow-mustard-seeds_300g,GEN_yellow-mustard-seeds_300g;ALT_yellow-mustard-seeds_300g,natco_yellow-mustard-seeds.jpg,natco_yellow-mustard-seeds.jpg,true
yellow-split-peas,natco,2kg,GEN_yellow-split-peas1_2kg,GEN_yellow-split-peas1_2kg;ALT_yellow-split-peas1_2kg,natco_yellow-split-peas-case.jpg,natco_yellow-split-peas-case.jpg,true
yellow-split-peas,natco,1kg,GEN_yellow-split-peas1_1kg,GEN_yellow-split-peas1_1kg;ALT_yellow-split-peas1_1kg,natco_yellow-split-peas-case.jpg,natco_yellow-split-peas-case.jpg,true
mango-pickle,national-foods,500g,GEN_national-mango-pickle_500g,GEN_national-mango-pickle_500g;ALT_national-mango-pickle_500g,national_mango-pickle.jpg,national_mango-pickle.jpg,true
mixed-pickle,national-foods,300g,GEN_national-mixed-pickle_300g,GEN_national-mixed-pickle_300g;ALT_national-mixed-pickle_300g,national_mixed-pickle.jpg,national_mixed-pickle.jpg,true
classic,nescafe,200g,GEN_nescafe-classic_200g,GEN_nescafe-classic_200g;ALT_nescafe-classic_200g,nescafe_classic.jpg,nescafe_classic.jpg,true
coconut-oil,parachute,500ml,GEN_parachute-coconut-oil_500ml,GEN_parachute-coconut-oil_500ml;ALT_parachute-coconut-oil_500ml,parachute-coconut-oil.jpg,parachute-coconut-oil.jpg,true
bourbon,parle,200g,GEN_parle-bourbon_200g,GEN_parle-bourbon_200g;ALT_parle-bourbon_200g,parle-bourbon.jpg,parle-bourbon.jpg,true
g-glucose-biscuits,parle,1kg,GEN_parle-g-glucose-biscuits_1kg,GEN_parle-g-glucose-biscuits_1kg;ALT_parle-g-glucose-biscuits_1kg,parle-g-glucose-biscuits.png,parle-g-glucose-biscuits.png,true
g-glucose-biscuits,parle,400g,GEN_parle-g-glucose-biscuits_400g,GEN_parle-g-glucose-biscuits_400g;ALT_parle-g-glucose-biscuits_400g,parle-g-glucose-biscuits.png,parle-g-glucose-biscuits.png,true
mango-bite,parle,40piece,GEN_parle-mango-bite-40-piece-bag_0,GEN_parle-mango-bite-40-piece-bag_0;ALT_parle-mango-bite-40-piece-bag_0,parle-mango-bite.jpg,parle-mango-bite.jpg,true
melody,parle,40piece,GEN_parle-melody-40-piece-bag_0,GEN_parle-melody-40-piece-bag_0;ALT_parle-melody-40-piece-bag_0,,,true
monaco-salted-crackers,parle,200g,GEN_parle-monaco-salted-crackers_200g,GEN_parle-monaco-salted-crackers_200g;ALT_parle-monaco-salted-crackers_200g,parle-monaco-salted-crackers.jpg,parle-monaco-salted-crackers.jpg,true
lime-pickle,pataks,283g,GEN_pataks-lime-pickle_283g,GEN_pataks-lime-pickle_283g;ALT_pataks-lime-pickle_283g,pataks-lime-pickle.jpg,pataks-lime-pickle.jpg,true
mango-chutney,pataks,340g,GEN_pataks-mango-chutney_340g,GEN_pataks-mango-chutney_340g;ALT_pataks-mango-chutney_340g,pataks-mango-chutney.jpg,pataks-mango-chutney.jpg,true
mixed-pickle,pataks,283g,GEN_pataks-mixed-pickle_283g,GEN_pataks-mixed-pickle_283g;ALT_pataks-mixed-pickle_283g,pataks-mixed-pickle.jpg,pataks-mixed-pickle.jpg,true
tikka-masala-paste,pataks,290g,GEN_pataks-tikka-masala-paste_290g,GEN_pataks-tikka-masala-paste_290g;ALT_pataks-tikka-masala-paste_290g,pataks-tikka-masala-paste.jpg,pataks-tikka-masala-paste.jpg,true
chakki-fresh-atta,pillsbury,10kg,GEN_pillsbury-chakki-fresh-atta_10kg,GEN_pillsbury-chakki-fresh-atta_10kg;ALT_pillsbury-chakki-fresh-atta_10kg,pillsbury-chakki-fresh-atta.jpg,pillsbury-chakki-fresh-atta.jpg,true
chakki-fresh-atta,pillsbury,5kg,GEN_pillsbury-chakki-fresh-atta_5kg,GEN_pillsbury-chakki-fresh-atta_5kg;ALT_pillsbury-chakki-fresh-atta_5kg,pillsbury-chakki-fresh-atta.jpg,pillsbury-chakki-fresh-atta.jpg,true
avakaya-mango-pickle,priya,500g,GEN_priya-avakaya-mango-pickle_500g,GEN_priya-avakaya-mango-pickle_500g;ALT_priya-avakaya-mango-pickle_500g,priya-avakaya-mango-pickle.png,priya-avakaya-mango-pickle.png,true
garlic-pickle,priya,300g,GEN_priya-garlic-pickle_300g,GEN_priya-garlic-pickle_300g;ALT_priya-garlic-pickle_300g,priya-garlic-pickle.jpg,priya-garlic-pickle.jpg,true
gongura-mutton-pickle,priya,300g,GEN_priya-gongura-mutton-pickle_300g,GEN_priya-gongura-mutton-pickle_300g;ALT_priya-gongura-mutton-pickle_300g,priya_gongura-mutton.jpg,priya_gongura-mutton.jpg,true
gongura-pickle,priya,300g,GEN_priya-gongura-pickle_300g,GEN_priya-gongura-pickle_300g;ALT_priya-gongura-pickle_300g,priya-gongura-pickle.jpg,priya-gongura-pickle.jpg,true
lemon-pickle,priya,500g,GEN_priya-lemon-pickle_500g,GEN_priya-lemon-pickle_500g;ALT_priya-lemon-pickle_500g,priya_lemon-pickle.jpg,priya_lemon-pickle.jpg,true
tomato-pickle,priya,300g,GEN_priya-tomato-pickle_300g,GEN_priya-tomato-pickle_300g;ALT_priya-tomato-pickle_300g,priya-tomato-pickle.jpg,priya-tomato-pickle.jpg,true
mango-concentrate,rasna,750ml,GEN_rasna-mango-concentrate_750ml,GEN_rasna-mango-concentrate_750ml;ALT_rasna-mango-concentrate_750ml,rasna_mango-concentrate.jpg,rasna_mango-concentrate.jpg,true
achar-gosht-masala,shan,50g,GEN_shan-achar-gosht-masala_50g,GEN_shan-achar-gosht-masala_50g;ALT_shan-achar-gosht-masala_50g,shan-achar-gosht-masala.png,shan-achar-gosht-masala.png,true
bombay-biryani-mix,shan,60g,GEN_shan-bombay-biryani-mix_60g,GEN_shan-bombay-biryani-mix_60g;ALT_shan-bombay-biryani-mix_60g,shan-bombay-biryani-mix.png,shan-bombay-biryani-mix.png,true
haleem-mix,shan,300g,GEN_shan-haleem-mix_300g,GEN_shan-haleem-mix_300g;ALT_shan-haleem-mix_300g,shan-haleem-mix.png,shan-haleem-mix.png,true
pilau-rice-mix,shan,50g,GEN_shan-pilau-rice-mix_50g,GEN_shan-pilau-rice-mix_50g;ALT_shan-pilau-rice-mix_50g,shan-pilau-rice-mix.png,shan-pilau-rice-mix.png,true
sindhi-biryani-mix,shan,65g,GEN_shan-sindhi-biryani-mix_65g,GEN_shan-sindhi-biryani-mix_65g;ALT_shan-sindhi-biryani-mix_65g,shan-sindhi-biryani-mix.png,shan-sindhi-biryani-mix.png,true
special-beef-biryani-mix,shan,60g,GEN_shan-special-beef-biryani-mix_60g,GEN_shan-special-beef-biryani-mix_60g;ALT_shan-special-beef-biryani-mix_60g,shan-special-beef-biryani-mix.jpg,shan-special-beef-biryani-mix.jpg,true
special-chicken-biryani-mix,shan,60g,GEN_shan-special-chicken-biryani-mix_60g,GEN_shan-special-chicken-biryani-mix_60g;ALT_shan-special-chicken-biryani-mix_60g,shan-special-chicken-biryani-mix.jpg,shan-special-chicken-biryani-mix.jpg,true
special-mutton-biryani-mix,shan,60g,GEN_shan-special-mutton-biryani-mix_60g,GEN_shan-special-mutton-biryani-mix_60g;ALT_shan-special-mutton-biryani-mix_60g,shan-special-mutton-biryani-mix.jpg,shan-special-mutton-biryani-mix.jpg,true
tea,tata-gold,500g,GEN_tata-gold-tea_500g,GEN_tata-gold-tea_500g;ALT_tata-gold-tea_500g,tata-gold_tea.jpg,tata-gold_tea.jpg,true
tea,tata-gold,1kg,GEN_tata-gold-tea_1kg,GEN_tata-gold-tea_1kg;ALT_tata-gold-tea_1kg,tata-gold_tea.jpg,tata-gold_tea.jpg,true
pure-basmati,tilda,2kg,GEN_tilda-pure-basmati_2kg,GEN_tilda-pure-basmati_2kg;ALT_tilda-pure-basmati_2kg,tilda-pure-basmati.jpg,tilda-pure-basmati.jpg,true
pure-basmati,tilda,5kg,GEN_tilda-pure-basmati_5kg,GEN_tilda-pure-basmati_5kg;ALT_tilda-pure-basmati_5kg,tilda-pure-basmati.jpg,tilda-pure-basmati.jpg,true
pure-basmati,tilda,10kg,GEN_tilda-pure-basmati_10kg,GEN_tilda-pure-basmati_10kg;ALT_tilda-pure-basmati_10kg,tilda-pure-basmati.jpg,tilda-pure-basmati.jpg,true
coarse-black-pepper,trs,1kg,GEN_trs-coarse-black-pepper_1kg,GEN_trs-coarse-black-pepper_1kg;ALT_trs-coarse-black-pepper_1kg,trs_coarse-black-pepper.png,trs_coarse-black-pepper.png,true
coarse-black-pepper,trs,400g,GEN_trs-coarse-black-pepper_400g,GEN_trs-coarse-black-pepper_400g;ALT_trs-coarse-black-pepper_400g,trs_coarse-black-pepper.png,trs_coarse-black-pepper.png,true
coarse-black-pepper,trs,100g,GEN_trs-coarse-black-pepper_100g,GEN_trs-coarse-black-pepper_100g;ALT_trs-coarse-black-pepper_100g,trs_coarse-black-pepper.png,trs_coarse-black-pepper.png,true
coarse-cornmeal,trs,500g,GEN_trs-coarse-cornmeal_500g,GEN_trs-coarse-cornmeal_500g;ALT_trs-coarse-cornmeal_500g,trs_coarse-cornmeal.png,trs_coarse-cornmeal.png,true
coarse-cornmeal,trs,5kg,GEN_trs-coarse-cornmeal_5kg,GEN_trs-coarse-cornmeal_5kg;ALT_trs-coarse-cornmeal_5kg,trs_coarse-cornmeal.png,trs_coarse-cornmeal.png,true
coarse-cornmeal,trs,1-5kg,GEN_trs-coarse-cornmeal_1.5kg,GEN_trs-coarse-cornmeal_1.5kg;ALT_trs-coarse-cornmeal_1.5kg,trs_coarse-cornmeal.png,trs_coarse-cornmeal.png,true
coarse-semolina,trs,500g,GEN_trs-coarse-semolina_500g,GEN_trs-coarse-semolina_500g;ALT_trs-coarse-semolina_500g,trs_coarse-semolina.png,trs_coarse-semolina.png,true
coarse-semolina,trs,5kg,GEN_trs-coarse-semolina_5kg,GEN_trs-coarse-semolina_5kg;ALT_trs-coarse-semolina_5kg,trs_coarse-semolina.png,trs_coarse-semolina.png,true
coarse-semolina,trs,1-5kg,GEN_trs-coarse-semolina_1.5kg,GEN_trs-coarse-semolina_1.5kg;ALT_trs-coarse-semolina_1.5kg,trs_coarse-semolina.png,trs_coarse-semolina.png,true
coriander-powder-dhania,trs,1kg,GEN_trs-coriander-powder-dhania_1kg,GEN_trs-coriander-powder-dhania_1kg;ALT_trs-coriander-powder-dhania_1kg,trs_coriander-powder-dhania.png,trs_coriander-powder-dhania.png,true
coriander-powder-dhania,trs,200g,GEN_trs-coriander-powder-dhania_200g,GEN_trs-coriander-powder-dhania_200g;ALT_trs-coriander-powder-dhania_200g,trs_coriander-powder-dhania.png,trs_coriander-powder-dhania.png,true
coriander-powder-dhania,trs,400g,GEN_trs-coriander-powder-dhania_400g,GEN_trs-coriander-powder-dhania_400g;ALT_trs-coriander-powder-dhania_400g,trs_coriander-powder-dhania.png,trs_coriander-powder-dhania.png,true
coriander-powder-dhania,trs,5kg,GEN_trs-coriander-powder-dhania_5kg,GEN_trs-coriander-powder-dhania_5kg;ALT_trs-coriander-powder-dhania_5kg,trs_coriander-powder-dhania.png,trs_coriander-powder-dhania.png,true
coriander-powder-dhania,trs,100g,GEN_trs-coriander-powder-dhania_100g,GEN_trs-coriander-powder-dhania_100g;ALT_trs-coriander-powder-dhania_100g,trs_coriander-powder-dhania.png,trs_coriander-powder-dhania.png,true
coriander-seeds-whole-dhania,trs,100g,GEN_trs-coriander-seeds-whole-dhania_100g,GEN_trs-coriander-seeds-whole-dhania_100g;ALT_trs-coriander-seeds-whole-dhania_100g,trs_coriander-seeds-whole-dhania.png,trs_coriander-seeds-whole-dhania.png,true
coriander-seeds-whole-dhania,trs,250g,GEN_trs-coriander-seeds-whole-dhania_250g,GEN_trs-coriander-seeds-whole-dhania_250g;ALT_trs-coriander-seeds-whole-dhania_250g,trs_coriander-seeds-whole-dhania.png,trs_coriander-seeds-whole-dhania.png,true
coriander-seeds-whole-dhania,trs,3kg,GEN_trs-coriander-seeds-whole-dhania_3kg,GEN_trs-coriander-seeds-whole-dhania_3kg;ALT_trs-coriander-seeds-whole-dhania_3kg,trs_coriander-seeds-whole-dhania.png,trs_coriander-seeds-whole-dhania.png,true
coriander-seeds-whole-dhania,trs,750g,GEN_trs-coriander-seeds-whole-dhania_750g,GEN_trs-coriander-seeds-whole-dhania_750g;ALT_trs-coriander-seeds-whole-dhania_750g,trs_coriander-seeds-whole-dhania.png,trs_coriander-seeds-whole-dhania.png,true
crushed-chilli,trs,100g,GEN_trs-crushed-chilli_100g,GEN_trs-crushed-chilli_100g;ALT_trs-crushed-chilli_100g,trs_crushed-chilli.png,trs_crushed-chilli.png,true
crushed-chilli,trs,250g,GEN_trs-crushed-chilli_250g,GEN_trs-crushed-chilli_250g;ALT_trs-crushed-chilli_250g,trs_crushed-chilli.png,trs_crushed-chilli.png,true
crushed-chilli,trs,750g,GEN_trs-crushed-chilli_750g,GEN_trs-crushed-chilli_750g;ALT_trs-crushed-chilli_750g,trs_crushed-chilli.png,trs_crushed-chilli.png,true
crushed-chilli,trs,3kg,GEN_trs-crushed-chilli_3kg,GEN_trs-crushed-chilli_3kg;ALT_trs-crushed-chilli_3kg,trs_crushed-chilli.png,trs_crushed-chilli.png,true
cumin-powder,trs,100g,GEN_trs-cumin-powder_100g,GEN_trs-cumin-powder_100g;ALT_trs-cumin-powder_100g,trs_cumin-powder.png,trs_cumin-powder.png,true
cumin-powder,trs,400g,GEN_trs-cumin-powder_400g,GEN_trs-cumin-powder_400g;ALT_trs-cumin-powder_400g,trs_cumin-powder.png,trs_cumin-powder.png,true
cumin-powder,trs,1kg,GEN_trs-cumin-powder_1kg,GEN_trs-cumin-powder_1kg;ALT_trs-cumin-powder_1kg,trs_cumin-powder.png,trs_cumin-powder.png,true
cumin-powder,trs,5kg,GEN_trs-cumin-powder_5kg,GEN_trs-cumin-powder_5kg;ALT_trs-cumin-powder_5kg,trs_cumin-powder.png,trs_cumin-powder.png,true
cumin-seeds,trs,100g,GEN_trs-cumin-seeds_100g,GEN_trs-cumin-seeds_100g;ALT_trs-cumin-seeds_100g,trs_cumin-seeds.png,trs_cumin-seeds.png,true
cumin-seeds,trs,1kg,GEN_trs-cumin-seeds_1kg,GEN_trs-cumin-seeds_1kg;ALT_trs-cumin-seeds_1kg,trs_cumin-seeds.png,trs_cumin-seeds.png,true
cumin-seeds,trs,400g,GEN_trs-cumin-seeds_400g,GEN_trs-cumin-seeds_400g;ALT_trs-cumin-seeds_400g,trs_cumin-seeds.png,trs_cumin-seeds.png,true
cumin-seeds,trs,4kg,GEN_trs-cumin-seeds_4kg,GEN_trs-cumin-seeds_4kg;ALT_trs-cumin-seeds_4kg,trs_cumin-seeds.png,trs_cumin-seeds.png,true
fennel-seeds,trs,100g,GEN_trs-fennel-seeds_100g,GEN_trs-fennel-seeds_100g;ALT_trs-fennel-seeds_100g,trs_fennel-seeds.png,trs_fennel-seeds.png,true
fennel-seeds,trs,1kg,GEN_trs-fennel-seeds_1kg,GEN_trs-fennel-seeds_1kg;ALT_trs-fennel-seeds_1kg,trs_fennel-seeds.png,trs_fennel-seeds.png,true
fennel-seeds,trs,400g,GEN_trs-fennel-seeds_400g,GEN_trs-fennel-seeds_400g;ALT_trs-fennel-seeds_400g,trs_fennel-seeds.png,trs_fennel-seeds.png,true
fenugreek-leaves,trs,100g,GEN_trs-fenugreek-leaves_100g,GEN_trs-fenugreek-leaves_100g;ALT_trs-fenugreek-leaves_100g,trs_fenugreek-leaves.png,trs_fenugreek-leaves.png,true
fenugreek-leaves,trs,1kg,GEN_trs-fenugreek-leaves_1kg,GEN_trs-fenugreek-leaves_1kg;ALT_trs-fenugreek-leaves_1kg,trs_fenugreek-leaves.png,trs_fenugreek-leaves.png,true
fenugreek-leaves,trs,300g,GEN_trs-fenugreek-leaves_300g,GEN_trs-fenugreek-leaves_300g;ALT_trs-fenugreek-leaves_300g,trs_fenugreek-leaves.png,trs_fenugreek-leaves.png,true
fenugreek-leaves,trs,50g,GEN_trs-fenugreek-leaves_50g,GEN_trs-fenugreek-leaves_50g;ALT_trs-fenugreek-leaves_50g,trs_fenugreek-leaves.png,trs_fenugreek-leaves.png,true
fenugreek-seeds,trs,50g,GEN_trs-fenugreek-seeds_50g,GEN_trs-fenugreek-seeds_50g;ALT_trs-fenugreek-seeds_50g,trs_fenugreek-seeds.png,trs_fenugreek-seeds.png,true
fenugreek-seeds,trs,100g,GEN_trs-fenugreek-seeds_100g,GEN_trs-fenugreek-seeds_100g;ALT_trs-fenugreek-seeds_100g,trs_fenugreek-seeds.png,trs_fenugreek-seeds.png,true
fenugreek-seeds,trs,300g,GEN_trs-fenugreek-seeds_300g,GEN_trs-fenugreek-seeds_300g;ALT_trs-fenugreek-seeds_300g,trs_fenugreek-seeds.png,trs_fenugreek-seeds.png,true
fenugreek-seeds,trs,1kg,GEN_trs-fenugreek-seeds_1kg,GEN_trs-fenugreek-seeds_1kg;ALT_trs-fenugreek-seeds_1kg,trs_fenugreek-seeds.png,trs_fenugreek-seeds.png,true
fine-desiccated-coconut,trs,300g,GEN_trs-fine-desiccated-coconut_300g,GEN_trs-fine-desiccated-coconut_300g;ALT_trs-fine-desiccated-coconut_300g,trs_fine-desiccated-coconut.png,trs_fine-desiccated-coconut.png,true
fine-desiccated-coconut,trs,1kg,GEN_trs-fine-desiccated-coconut_1kg,GEN_trs-fine-desiccated-coconut_1kg;ALT_trs-fine-desiccated-coconut_1kg,trs_fine-desiccated-coconut.png,trs_fine-desiccated-coconut.png,true
fine-semolina,trs,1-5kg,GEN_trs-fine-semolina_1.5kg,GEN_trs-fine-semolina_1.5kg;ALT_trs-fine-semolina_1.5kg,trs_fine-semolina.png,trs_fine-semolina.png,true
fine-semolina,trs,500g,GEN_trs-fine-semolina_500g,GEN_trs-fine-semolina_500g;ALT_trs-fine-semolina_500g,trs_fine-semolina.png,trs_fine-semolina.png,true
fine-semolina,trs,5kg,GEN_trs-fine-semolina_5kg,GEN_trs-fine-semolina_5kg;ALT_trs-fine-semolina_5kg,trs_fine-semolina.png,trs_fine-semolina.png,true
garam-masala,trs,100g,GEN_trs-garam-masala_100g,GEN_trs-garam-masala_100g;ALT_trs-garam-masala_100g,trs_garam-masala.png,trs_garam-masala.png,true
garam-masala,trs,200g,GEN_trs-garam-masala_200g,GEN_trs-garam-masala_200g;ALT_trs-garam-masala_200g,trs_garam-masala.png,trs_garam-masala.png,true
garam-masala,trs,400g,GEN_trs-garam-masala_400g,GEN_trs-garam-masala_400g;ALT_trs-garam-masala_400g,trs_garam-masala.png,trs_garam-masala.png,true
garam-masala,trs,500g,GEN_trs-garam-masala_500g,GEN_trs-garam-masala_500g;ALT_trs-garam-masala_500g,trs_garam-masala.png,trs_garam-masala.png,true
garam-masala,trs,1kg,GEN_trs-garam-masala_1kg,GEN_trs-garam-masala_1kg;ALT_trs-garam-masala_1kg,trs_garam-masala.png,trs_garam-masala.png,true
garam-masala,trs,5kg,GEN_trs-garam-masala_5kg,GEN_trs-garam-masala_5kg;ALT_trs-garam-masala_5kg,trs_garam-masala.png,trs_garam-masala.png,true
garlic-powder,trs,1kg,GEN_trs-garlic-powder_1kg,GEN_trs-garlic-powder_1kg;ALT_trs-garlic-powder_1kg,trs_garlic-powder.png,trs_garlic-powder.png,true
garlic-powder,trs,400g,GEN_trs-garlic-powder_400g,GEN_trs-garlic-powder_400g;ALT_trs-garlic-powder_400g,trs_garlic-powder.png,trs_garlic-powder.png,true
garlic-powder,trs,100g,GEN_trs-garlic-powder_100g,GEN_trs-garlic-powder_100g;ALT_trs-garlic-powder_100g,trs_garlic-powder.png,trs_garlic-powder.png,true
ginger-paste,trs,300g,GEN_trs-ginger-paste_300g,GEN_trs-ginger-paste_300g;ALT_trs-ginger-paste_300g,trs_ginger-paste.png,trs_ginger-paste.png,true
ginger-paste,trs,1kg,GEN_trs-ginger-paste_1kg,GEN_trs-ginger-paste_1kg;ALT_trs-ginger-paste_1kg,trs_ginger-paste.png,trs_ginger-paste.png,true
ginger-powder,trs,100g,GEN_trs-ginger-powder_100g,GEN_trs-ginger-powder_100g;ALT_trs-ginger-powder_100g,trs_ginger-powder.png,trs_ginger-powder.png,true
ginger-powder,trs,400g,GEN_trs-ginger-powder_400g,GEN_trs-ginger-powder_400g;ALT_trs-ginger-powder_400g,trs_ginger-powder.png,trs_ginger-powder.png,true
ginger-powder,trs,1kg,GEN_trs-ginger-powder_1kg,GEN_trs-ginger-powder_1kg;ALT_trs-ginger-powder_1kg,trs_ginger-powder.png,trs_ginger-powder.png,true
green-cardamom,trs,200g,GEN_trs-green-cardamom_200g,GEN_trs-green-cardamom_200g;ALT_trs-green-cardamom_200g,trs_green-cardamom.png,trs_green-cardamom.png,true
green-cardamom,trs,50g,GEN_trs-green-cardamom_50g,GEN_trs-green-cardamom_50g;ALT_trs-green-cardamom_50g,trs_green-cardamom.png,trs_green-cardamom.png,true
green-cardamom,trs,750g,GEN_trs-green-cardamom_750g,GEN_trs-green-cardamom_750g;ALT_trs-green-cardamom_750g,trs_green-cardamom.png,trs_green-cardamom.png,true
green-lentils,trs,500g,GEN_trs-green-lentils_500g,GEN_trs-green-lentils_500g;ALT_trs-green-lentils_500g,trs_green-lentils.png,trs_green-lentils.png,true
green-lentils,trs,1kg,GEN_trs-green-lentils_1kg,GEN_trs-green-lentils_1kg;ALT_trs-green-lentils_1kg,trs_green-lentils.png,trs_green-lentils.png,true
green-lentils,trs,2kg,GEN_trs-green-lentils_2kg,GEN_trs-green-lentils_2kg;ALT_trs-green-lentils_2kg,trs_green-lentils.png,trs_green-lentils.png,true
ground-rice,trs,1-5kg,GEN_trs-ground-rice_1.5kg,GEN_trs-ground-rice_1.5kg;ALT_trs-ground-rice_1.5kg,trs_ground-rice.png,trs_ground-rice.png,true
ground-rice,trs,500g,GEN_trs-ground-rice_500g,GEN_trs-ground-rice_500g;ALT_trs-ground-rice_500g,trs_ground-rice.png,trs_ground-rice.png,true
ground-rice,trs,5kg,GEN_trs-ground-rice_5kg,GEN_trs-ground-rice_5kg;ALT_trs-ground-rice_5kg,trs_ground-rice.png,trs_ground-rice.png,true
hot-madras-curry,trs,100g,GEN_trs-hot-madras-curry_100g,GEN_trs-hot-madras-curry_100g;ALT_trs-hot-madras-curry_100g,trs_hot-madras-curry.png,trs_hot-madras-curry.png,true
hot-madras-curry,trs,400g,GEN_trs-hot-madras-curry_400g,GEN_trs-hot-madras-curry_400g;ALT_trs-hot-madras-curry_400g,trs_hot-madras-curry.png,trs_hot-madras-curry.png,true
mild-madras-curry-powder,trs,2kg,GEN_trs-mild-madras-curry-powder_2kg,GEN_trs-mild-madras-curry-powder_2kg;ALT_trs-mild-madras-curry-powder_2kg,trs_mild-madras-curry-powder.png,trs_mild-madras-curry-powder.png,true
mild-madras-curry-powder,trs,400g,GEN_trs-mild-madras-curry-powder_400g,GEN_trs-mild-madras-curry-powder_400g;ALT_trs-mild-madras-curry-powder_400g,trs_mild-madras-curry-powder.png,trs_mild-madras-curry-powder.png,true
mild-madras-curry-powder,trs,500g,GEN_trs-mild-madras-curry-powder_500g,GEN_trs-mild-madras-curry-powder_500g;ALT_trs-mild-madras-curry-powder_500g,trs_mild-madras-curry-powder.png,trs_mild-madras-curry-powder.png,true
mild-madras-curry-powder,trs,5kg,GEN_trs-mild-madras-curry-powder_5kg,GEN_trs-mild-madras-curry-powder_5kg;ALT_trs-mild-madras-curry-powder_5kg,trs_mild-madras-curry-powder.png,trs_mild-madras-curry-powder.png,true
mild-madras-curry-powder,trs,1kg,GEN_trs-mild-madras-curry-powder_1kg,GEN_trs-mild-madras-curry-powder_1kg;ALT_trs-mild-madras-curry-powder_1kg,trs_mild-madras-curry-powder.png,trs_mild-madras-curry-powder.png,true
moth-beans,trs,1kg,GEN_trs-moth-beans_1kg,GEN_trs-moth-beans_1kg;ALT_trs-moth-beans_1kg,trs_moth-beans.png,trs_moth-beans.png,true
moth-beans,trs,2kg,GEN_trs-moth-beans_2kg,GEN_trs-moth-beans_2kg;ALT_trs-moth-beans_2kg,trs_moth-beans.png,trs_moth-beans.png,true
moth-beans,trs,500g,GEN_trs-moth-beans_500g,GEN_trs-moth-beans_500g;ALT_trs-moth-beans_500g,trs_moth-beans.png,trs_moth-beans.png,true
mung-beans,trs,2kg,GEN_trs-mung-beans_2kg,GEN_trs-mung-beans_2kg;ALT_trs-mung-beans_2kg,trs_mung-beans.png,trs_mung-beans.png,true
mung-beans,trs,500g,GEN_trs-mung-beans_500g,GEN_trs-mung-beans_500g;ALT_trs-mung-beans_500g,trs_mung-beans.png,trs_mung-beans.png,true
mung-beans,trs,1kg,GEN_trs-mung-beans_1kg,GEN_trs-mung-beans_1kg;ALT_trs-mung-beans_1kg,trs_mung-beans.png,trs_mung-beans.png,true
mung-beans,trs,5kg,GEN_trs-mung-beans_5kg,GEN_trs-mung-beans_5kg;ALT_trs-mung-beans_5kg,trs_mung-beans.png,trs_mung-beans.png,true
mung-dal,trs,500g,GEN_trs-mung-dal_500g,GEN_trs-mung-dal_500g;ALT_trs-mung-dal_500g,trs_mung-dal.png,trs_mung-dal.png,true
mung-dal,trs,1kg,GEN_trs-mung-dal_1kg,GEN_trs-mung-dal_1kg;ALT_trs-mung-dal_1kg,trs_mung-dal.png,trs_mung-dal.png,true
mung-dal,trs,2kg,GEN_trs-mung-dal_2kg,GEN_trs-mung-dal_2kg;ALT_trs-mung-dal_2kg,trs_mung-dal.png,trs_mung-dal.png,true
mung-dal,trs,5kg,GEN_trs-mung-dal_5kg,GEN_trs-mung-dal_5kg;ALT_trs-mung-dal_5kg,trs_mung-dal.png,trs_mung-dal.png,true
mung-dal,trs,25kg,GEN_trs-mung-dal_25kg,GEN_trs-mung-dal_25kg;ALT_trs-mung-dal_25kg,trs_mung-dal.png,trs_mung-dal.png,true
mung-dal-chilka-split-green-peas,trs,1kg,GEN_trs-mung-dal-chilka-split-green-peas_1kg,GEN_trs-mung-dal-chilka-split-green-peas_1kg;ALT_trs-mung-dal-chilka-split-green-peas_1kg,trs_mung-dal-chilka-split-green-peas.png,trs_mung-dal-chilka-split-green-peas.png,true
mung-dal-chilka-split-green-peas,trs,2kg,GEN_trs-mung-dal-chilka-split-green-peas_2kg,GEN_trs-mung-dal-chilka-split-green-peas_2kg;ALT_trs-mung-dal-chilka-split-green-peas_2kg,trs_mung-dal-chilka-split-green-peas.png,trs_mung-dal-chilka-split-green-peas.png,true
mung-dal-chilka-split-green-peas,trs,500g,GEN_trs-mung-dal-chilka-split-green-peas_500g,GEN_trs-mung-dal-chilka-split-green-peas_500g;ALT_trs-mung-dal-chilka-split-green-peas_500g,trs_mung-dal-chilka-split-green-peas.png,trs_mung-dal-chilka-split-green-peas.png,true
paprika-powder,trs,100g,GEN_trs-paprika-powder_100g,GEN_trs-paprika-powder_100g;ALT_trs-paprika-powder_100g,trs_paprika-powder.png,trs_paprika-powder.png,true
paprika-powder,trs,1kg,GEN_trs-paprika-powder_1kg,GEN_trs-paprika-powder_1kg;ALT_trs-paprika-powder_1kg,trs_paprika-powder.png,trs_paprika-powder.png,true
