product_handle,brand_handle,variant_handle,barcode,backup_barcodes,images,thumbnail,is_active
mango-pulp-kesar,natco,850g,4567671930952,4567671930952,natco_mango-pulp-kesar-850g.jpg,natco_mango-pulp-kesar-850g.jpg,true
mango-slices-alphonso,natco,425g,4567671963720,4567671963720,natco_mango-slices-alphonso-425g.jpg,natco_mango-slices-alphonso-425g.jpg,true
mango-pulp-alphonso,natco,450g,4567671996488,4567671996488,natco_mango-pulp-alphonso-450g.jpg,natco_mango-pulp-alphonso-450g.jpg,true
ghee-pure-butter,natco,1kg,4567672029256,4567672029256,natco_ghee-pure-butter-1kg.jpg,natco_ghee-pure-butter-1kg.jpg,true
ghee-pure-plough-brand,natco,500g,4567672127560,4567672127560,natco_ghee-pure-plough-brand-500g.jpg,natco_ghee-pure-plough-brand-500g.jpg,true
kala-chana-boiled,natco,400g,4567672193096,4567672193096,natco_kala-chana-boiled-400g.jpg,natco_kala-chana-boiled-400g.jpg,true
coconut-cream,natco,400ml,4567672488008,4567672488008,natco_coconut-cream-400ml.jpg,natco_coconut-cream-400ml.jpg,true
coconut-milk-light,natco,400ml,4567672553544,4567672553544,natco_coconut-milk-light-400ml.jpg,natco_coconut-milk-light-400ml.jpg,true
coconut-milk,natco,400ml,4567672619080,4567672619080,natco_coconut-milk-400ml.jpg,natco_coconut-milk-400ml.jpg,true
coriander-mint-sauce,natco,340g,4567672651848,4567672651848,natco_coriander-mint-sauce-340g.jpg,natco_coriander-mint-sauce-340g.jpg,true
tamarind-amp-date-sauce,natco,340g,4567672717384,4567672717384,natco_tamarind-amp-date-sauce-340g.jpg,natco_tamarind-amp-date-sauce-340g.jpg,true
garlic-amp-chilli-sauce,natco,340g,4567672750152,4567672750152,natco_garlic-amp-chilli-sauce-340g.jpg,natco_garlic-amp-chilli-sauce-340g.jpg,true
chilli-sauce-hot,natco,310g,4567672815688,4567672815688,natco_chilli-sauce-hot-310g.jpg,natco_chilli-sauce-hot-310g.jpg,true
tamarind-sauce,natco,340g,4567672848456,4567672848456,natco_tamarind-sauce-340g.jpg,natco_tamarind-sauce-340g.jpg,true
bombay-sandwich-spread,natco,280g,4567672881224,4567672881224,natco_bombay-sandwich-spread-280g.jpg,natco_bombay-sandwich-spread-280g.jpg,true
garlic-amp-ginger-paste,natco,190g,4567672913992,4567672913992,natco_garlic-amp-ginger-paste-190g.jpg,natco_garlic-amp-ginger-paste-190g.jpg,true
ginger-paste,natco,190g,4567672946760,4567672946760,natco_ginger-paste-190g.jpg,natco_ginger-paste-190g.jpg,true
garlic-paste,natco,190g,4567672979528,4567672979528,natco_garlic-paste-190g.jpg,natco_garlic-paste-190g.jpg,true
garlic-pickle,natco,300g,4567673012296,4567673012296,natco_garlic-pickle-300g.jpg,natco_garlic-pickle-300g.jpg,true
mango-chutney-sweet,natco,340g,4567673045064,4567673045064,natco_mango-chutney-sweet-340g.jpg,natco_mango-chutney-sweet-340g.jpg,true
mango-chutney-spicy,natco,340g,4567673077832,4567673077832,natco_mango-chutney-spicy-340g.jpg,natco_mango-chutney-spicy-340g.jpg,true
thecha-chilli-paste,natco,300g,4567673143368,4567673143368,natco_thecha-chilli-paste-300g.jpg,natco_thecha-chilli-paste-300g.jpg,true
brinjal-chutney-sweet,natco,300g,4567673208904,4567673208904,natco_brinjal-chutney-sweet-300g.jpg,natco_brinjal-chutney-sweet-300g.jpg,true
chundo-chutney-sweet,natco,340g,4567673241672,4567673241672,natco_chundo-chutney-sweet-340g.jpg,natco_chundo-chutney-sweet-340g.jpg,true
gorkeri-chutney-sweet,natco,300g,4567673274440,4567673274440,natco_gorkeri-chutney-sweet-300g.jpg,natco_gorkeri-chutney-sweet-300g.jpg,true
lime-pickle-hot,natco,300g,4567673405512,4567673405512,natco_lime-pickle-hot-300g.jpg,natco_lime-pickle-hot-300g.jpg,true
mixed-pickle,natco,300g,4567673438280,4567673438280,natco_mixed-pickle-300g.jpg,natco_mixed-pickle-300g.jpg,true
chilli-pickle-hot,natco,300g,4567673602120,4567673602120,natco_chilli-pickle-hot-300g.jpg,natco_chilli-pickle-hot-300g.jpg,true
mango-pickle-hot,natco,300g,4567673667656,4567673667656,natco_mango-pickle-hot-300g.jpg,natco_mango-pickle-hot-300g.jpg,true
chick-peas,natco,2kg,GEN_4583223066696_2kg,GEN_4583223066696_2kg;ALT_4583223066696_2kg,natco_chick-peas-25kg.jpg,natco_chick-peas-25kg.jpg,true
chick-peas,natco,2-5kg,GEN_4583223066696_2.5kg,GEN_4583223066696_2.5kg;ALT_4583223066696_2.5kg,natco_chick-peas-25kg.jpg,natco_chick-peas-25kg.jpg,true
chick-peas-full-case-12x400g,natco,400g,4583223165000,4583223165000,natco_chick-peas-full-case-12x400g.jpg,natco_chick-peas-full-case-12x400g.jpg,true
pomace-olive-oil,natco,1l,GEN_4583223263304_1l,GEN_4583223263304_1l;ALT_4583223263304_1l,natco_pomace-olive-oil-5-litre.png,natco_pomace-olive-oil-5-litre.png,true
pomace-olive-oil,natco,5l,GEN_4583223263304_5l,GEN_4583223263304_5l;ALT_4583223263304_5l,natco_pomace-olive-oil-5-litre.png,natco_pomace-olive-oil-5-litre.png,true
red-kidney-beans-boiled-full-case-12x400g,natco,400g,4583223361608,4583223361608,natco_red-kidney-beans-boiled-full-case-12x400g.jpg,natco_red-kidney-beans-boiled-full-case-12x400g.jpg,true
red-kidney-beans,natco,1kg,GEN_4583223394376_1kg,GEN_4583223394376_1kg;ALT_4583223394376_1kg,natco_red-kidney-beans-25kg.jpg,natco_red-kidney-beans-25kg.jpg,true
red-kidney-beans,natco,2kg,GEN_4583223394376_2kg,GEN_4583223394376_2kg;ALT_4583223394376_2kg,natco_red-kidney-beans-25kg.jpg,natco_red-kidney-beans-25kg.jpg,true
red-kidney-beans,natco,2-5kg,GEN_4583223394376_2.5kg,GEN_4583223394376_2.5kg;ALT_4583223394376_2.5kg,natco_red-kidney-beans-25kg.jpg,natco_red-kidney-beans-25kg.jpg,true
chick-peas-full-case-4x1kg,natco,1kg,4583223754824,4583223754824,natco_chick-peas-full-case-4x1kg.jpg,natco_chick-peas-full-case-4x1kg.jpg,true
coconut-flour,natco,200g,GEN_4583223853128_200g,GEN_4583223853128_200g;ALT_4583223853128_200g,natco_coconut-flour-200g.jpg,natco_coconut-flour-200g.jpg,true
coconut-flour,natco,1kg,GEN_4583223853128_1kg,GEN_4583223853128_1kg;ALT_4583223853128_1kg,natco_coconut-flour-200g.jpg,natco_coconut-flour-200g.jpg,true
all-purpose-seasoning,natco,100g,GEN_4583224016968_100g,GEN_4583224016968_100g;ALT_4583224016968_100g,natco_all-purpose-seasoning-100g.png,natco_all-purpose-seasoning-100g.png,true
all-purpose-seasoning,natco,400g,GEN_4583224016968_400g,GEN_4583224016968_400g;ALT_4583224016968_400g,natco_all-purpose-seasoning-100g.png,natco_all-purpose-seasoning-100g.png,true
pine-nuts,natco,75g,4641502855240,4641502855240,natco_pine-nuts-75g.png,natco_pine-nuts-75g.png,true
mamra-basmati,natco,908g,GEN_4641506558024_908g,GEN_4641506558024_908g;ALT_4641506558024_908g,natco_mamra-basmati-908g.jpg,natco_mamra-basmati-908g.jpg,true
mamra-basmati,natco,200g,GEN_4641506558024_200g,GEN_4641506558024_200g;ALT_4641506558024_200g,natco_mamra-basmati-908g.jpg,natco_mamra-basmati-908g.jpg,true
big-d-salted-peanuts-24x50g,natco,50g,5864191590472,5864191590472,natco_big-d-salted-peanuts-24x50g.png,natco_big-d-salted-peanuts-24x50g.png,true
big-d-honey-roast-peanuts-12x50g-packs-on-a-pub-card,natco,12multipack,5864194801736,5864194801736,natco_big-d-honey-roast-peanuts-12x50g-packs-on-a-pub-card.jpg,natco_big-d-honey-roast-peanuts-12x50g-packs-on-a-pub-card.jpg,true
bhel-puri-kit,natco,500g,6535757660232,6535757660232,natco_bhel-puri-kit-500g.jpg,natco_bhel-puri-kit-500g.jpg,true
big-d-salted-cashews-12x30g-cards,natco,12multipack,6562924986440,6562924986440,natco_big-d-salted-cashews-12x30g-cards.png,natco_big-d-salted-cashews-12x30g-cards.png,true
white-kidney-beans,natco,400g,6579342409800,6579342409800,natco_white-kidney-beans-400g.jpg,natco_white-kidney-beans-400g.jpg,true
spinach-puree,natco,395g,GEN_6617796804680_395g,GEN_6617796804680_395g;ALT_6617796804680_395g,natco_spinach-puree-395g.jpg,natco_spinach-puree-395g.jpg,true
spinach-puree,natco,794g,GEN_6617796804680_794g,GEN_6617796804680_794g;ALT_6617796804680_794g,natco_spinach-puree-395g.jpg,natco_spinach-puree-395g.jpg,true
black-eyed-beans,natco,400g,6647387652168,6647387652168,natco_black-eyed-beans-400g.jpg,natco_black-eyed-beans-400g.jpg,true
pure-sesame-oil,natco,250ml,GEN_6666589044808_250ml,GEN_6666589044808_250ml;ALT_6666589044808_250ml,natco_pure-sesame-oil-1-litre.png,natco_pure-sesame-oil-1-litre.png,true
pure-sesame-oil,natco,1l,GEN_6666589044808_1l,GEN_6666589044808_1l;ALT_6666589044808_1l,natco_pure-sesame-oil-1-litre.png,natco_pure-sesame-oil-1-litre.png,true
groundnut-oil,natco,1l,6666589306952,6666589306952,natco_groundnut-oil-1-litre.png,natco_groundnut-oil-1-litre.png,true
pure-linseed-oil,natco,250ml,6666589536328,6666589536328,natco_pure-linseed-oil-250ml.png,natco_pure-linseed-oil-250ml.png,true
castor-oil,natco,250ml,6666591010888,6666591010888,natco_castor-oil-250ml.png,natco_castor-oil-250ml.png,true
almond-oil,natco,500ml,GEN_6666608541768_500ml,GEN_6666608541768_500ml;ALT_6666608541768_500ml,natco_almond-oil-500ml.png,natco_almond-oil-500ml.png,true
almond-oil,natco,250ml,GEN_6666608541768_250ml,GEN_6666608541768_250ml;ALT_6666608541768_250ml,natco_almond-oil-500ml.png,natco_almond-oil-500ml.png,true
rosemary-jar,natco,40g,6804638728264,6804638728264,natco_rosemary-jar-40g.jpg,natco_rosemary-jar-40g.jpg,true
demerara-sugar,natco,500g,GEN_6804650754120_500g,GEN_6804650754120_500g;ALT_6804650754120_500g,natco_demerara-sugar-500g.png,natco_demerara-sugar-500g.png,true
demerara-sugar,natco,1-5kg,GEN_6804650754120_1.5kg,GEN_6804650754120_1.5kg;ALT_6804650754120_1.5kg,natco_demerara-sugar-500g.png,natco_demerara-sugar-500g.png,true
whole-birdseye-chilli-jar,natco,50g,GEN_6804786282568_50g,GEN_6804786282568_50g;ALT_6804786282568_50g,natco_whole-birdseye-chilli-jar-40g.jpg,natco_whole-birdseye-chilli-jar-40g.jpg,true
whole-birdseye-chilli-jar,natco,40g,GEN_6804786282568_40g,GEN_6804786282568_40g;ALT_6804786282568_40g,natco_whole-birdseye-chilli-jar-40g.jpg,natco_whole-birdseye-chilli-jar-40g.jpg,true
coriander-seeds-jar,natco,65g,GEN_6842634403912_65g,GEN_6842634403912_65g;ALT_6842634403912_65g,natco_coriander-seeds-jar-60g.jpg,natco_coriander-seeds-jar-60g.jpg,true
coriander-seeds-jar,natco,60g,GEN_6842634403912_60g,GEN_6842634403912_60g;ALT_6842634403912_60g,natco_coriander-seeds-jar-60g.jpg,natco_coriander-seeds-jar-60g.jpg,true
ajwan-seeds,natco,300g,GEN_ajwanseeds_300g,GEN_ajwanseeds_300g;ALT_ajwanseeds_300g,natco_ajwan-seeds-jar-100g.jpg,natco_ajwan-seeds-jar-100g.jpg,true
amchoor-powder,natco,400g,GEN_amchoor-powder_400g,GEN_amchoor-powder_400g;ALT_amchoor-powder_400g,natco_amchoor-powder-jar-100g.jpg,natco_amchoor-powder-jar-100g.jpg,true
black-pepper-coarse,natco,300g,GEN_black-pepper-coarse_300g,GEN_black-pepper-coarse_300g;ALT_black-pepper-coarse_300g,natco_pappadoms-black-pepper-200g.jpg,natco_pappadoms-black-pepper-200g.jpg,true
black-pepper-coarse,natco,1kg,GEN_black-pepper-coarse_1kg,GEN_black-pepper-coarse_1kg;ALT_black-pepper-coarse_1kg,natco_pappadoms-black-pepper-200g.jpg,natco_pappadoms-black-pepper-200g.jpg,true
black-pepper-coarse,natco,100g,GEN_black-pepper-coarse_100g,GEN_black-pepper-coarse_100g;ALT_black-pepper-coarse_100g,natco_pappadoms-black-pepper-200g.jpg,natco_pappadoms-black-pepper-200g.jpg,true
black-pepper-ground,natco,400g,GEN_black-pepper-ground_400g,GEN_black-pepper-ground_400g;ALT_black-pepper-ground_400g,natco_pappadoms-black-pepper-200g.jpg,natco_pappadoms-black-pepper-200g.jpg,true
black-pepper-ground-jar,natco,100g,GEN_black-pepper-ground-jar_100g,GEN_black-pepper-ground-jar_100g;ALT_black-pepper-ground-jar_100g,natco_pappadoms-black-pepper-200g.jpg,natco_pappadoms-black-pepper-200g.jpg,true
black-pepper-whole,natco,1kg,GEN_black-pepper-whole_1kg,GEN_black-pepper-whole_1kg;ALT_black-pepper-whole_1kg,natco_pappadoms-black-pepper-200g.jpg,natco_pappadoms-black-pepper-200g.jpg,true
black-pepper-whole,natco,300g,GEN_black-pepper-whole_300g,GEN_black-pepper-whole_300g;ALT_black-pepper-whole_300g,natco_pappadoms-black-pepper-200g.jpg,natco_pappadoms-black-pepper-200g.jpg,true
black-pepper-whole-jar,natco,100g,GEN_black-pepper-whole-jar_100g,GEN_black-pepper-whole-jar_100g;ALT_black-pepper-whole-jar_100g,natco_pappadoms-black-pepper-200g.jpg,natco_pappadoms-black-pepper-200g.jpg,true
brown-chick-peas,natco,500g,GEN_brown-chick-peas_500g,GEN_brown-chick-peas_500g;ALT_brown-chick-peas_500g,natco_brown-chick-peas.jpg,natco_brown-chick-peas.jpg,true
brown-chick-peas,natco,2kg,GEN_brown-chick-peas_2kg,GEN_brown-chick-peas_2kg;ALT_brown-chick-peas_2kg,natco_brown-chick-peas.jpg,natco_brown-chick-peas.jpg,true
cardamom-green-ground,natco,50g,GEN_cardamom-green-ground_50g,GEN_cardamom-green-ground_50g;ALT_cardamom-green-ground_50g,natco_cardamom-green-jar-50g.jpg,natco_cardamom-green-jar-50g.jpg,true
cardamom-green,natco,200g,GEN_cardamomgreen_200g,GEN_cardamomgreen_200g;ALT_cardamomgreen_200g,natco_cardamom-green-ground.jpg,natco_cardamom-green-ground.jpg,true
cardamom-seeds,natco,100g,GEN_cardamomseeds_100g,GEN_cardamomseeds_100g;ALT_cardamomseeds_100g,natco_cardamomseeds.jpg,natco_cardamomseeds.jpg,true
cassia-dalchini,natco,400g,GEN_cassia_400g,GEN_cassia_400g;ALT_cassia_400g,natco_cassia-dalchini-jar-50g.jpg,natco_cassia-dalchini-jar-50g.jpg,true
chilli-powder,natco,1kg,GEN_chilli-powder_1kg,GEN_chilli-powder_1kg;ALT_chilli-powder_1kg,natco_chilli-powder-hot-jar-100g.jpg,natco_chilli-powder-hot-jar-100g.jpg,true
chilli-powder,natco,100g,GEN_chilli-powder_100g,GEN_chilli-powder_100g;ALT_chilli-powder_100g,natco_chilli-powder-hot-jar-100g.jpg,natco_chilli-powder-hot-jar-100g.jpg,true
chilli-powder-extra-hot,natco,400g,GEN_chilli-powder-extra-hot_400g,GEN_chilli-powder-extra-hot_400g;ALT_chilli-powder-extra-hot_400g,natco_chilli-powder-hot-jar-100g.jpg,natco_chilli-powder-hot-jar-100g.jpg,true
chilli-powder-kashmiri,natco,100g,GEN_chilli-powder-kashmiri1_100g,GEN_chilli-powder-kashmiri1_100g;ALT_chilli-powder-kashmiri1_100g,natco_chilli-powder-hot-jar-100g.jpg,natco_chilli-powder-hot-jar-100g.jpg,true
chilli-powder-kashmiri,natco,400g,GEN_chilli-powder-kashmiri1_400g,GEN_chilli-powder-kashmiri1_400g;ALT_chilli-powder-kashmiri1_400g,natco_chilli-powder-hot-jar-100g.jpg,natco_chilli-powder-hot-jar-100g.jpg,true
chilli-whole-birdseye,natco,150g,GEN_chilli-whole-birdseye_150g,GEN_chilli-whole-birdseye_150g;ALT_chilli-whole-birdseye_150g,natco_chilli-whole-birdseye.jpg,natco_chilli-whole-birdseye.jpg,true
chilli-whole-stemless,natco,200g,GEN_chilli-whole-stemless_200g,GEN_chilli-whole-stemless_200g;ALT_chilli-whole-stemless_200g,natco_chilli-whole-stemless.jpg,natco_chilli-whole-stemless.jpg,true
chinese-5-spice,natco,100g,GEN_chinese-5-spice_100g,GEN_chinese-5-spice_100g;ALT_chinese-5-spice_100g,natco_chinese-5-spice.png,natco_chinese-5-spice.png,true
cinnamon-sticks,natco,50g,GEN_cinnamon-sticks_50g,GEN_cinnamon-sticks_50g;ALT_cinnamon-sticks_50g,natco_cinnamon-sticks.jpg,natco_cinnamon-sticks.jpg,true
cloves,natco,200g,GEN_cloves_200g,GEN_cloves_200g;ALT_cloves_200g,natco_cloves-jar-50g.jpg,natco_cloves-jar-50g.jpg,true
cloves-ground,natco,50g,GEN_cloves-ground_50g,GEN_cloves-ground_50g;ALT_cloves-ground_50g,natco_cloves-ground.jpg,natco_cloves-ground.jpg,true
coriander-ground,natco,400g,GEN_coriander-ground_400g,GEN_coriander-ground_400g;ALT_coriander-ground_400g,natco_coriander-ground-jar-70g.jpg,natco_coriander-ground-jar-70g.jpg,true
coriander-seeds,natco,300g,GEN_coriander-seeds_300g,GEN_coriander-seeds_300g;ALT_coriander-seeds_300g,natco_coriander-seeds-jar-60g.jpg,natco_coriander-seeds-jar-60g.jpg,true
chilli-crushed,natco,300g,GEN_crushed-chilli_300g,GEN_crushed-chilli_300g;ALT_crushed-chilli_300g,natco_chilli-crushed-jar-80g.jpg,natco_chilli-crushed-jar-80g.jpg,true
cumin-ground-jar,natco,70g,GEN_cumin-ground-jars_70g,GEN_cumin-ground-jars_70g;ALT_cumin-ground-jars_70g,natco_cumin-ground-jars.jpg,natco_cumin-ground-jars.jpg,true
cumin-ground,natco,100g,GEN_cumin-ground1_100g,GEN_cumin-ground1_100g;ALT_cumin-ground1_100g,natco_cumin-ground-jars.jpg,natco_cumin-ground-jars.jpg,true
cumin-ground,natco,400g,GEN_cumin-ground1_400g,GEN_cumin-ground1_400g;ALT_cumin-ground1_400g,natco_cumin-ground-jars.jpg,natco_cumin-ground-jars.jpg,true
cumin-seeds,natco,400g,GEN_cumin-seeds_400g,GEN_cumin-seeds_400g;ALT_cumin-seeds_400g,natco_cumin-seeds-black.jpg,natco_cumin-seeds-black.jpg,true
cumin-seeds-black,natco,100g,GEN_cumin-seeds-black_100g,GEN_cumin-seeds-black_100g;ALT_cumin-seeds-black_100g,natco_cumin-seeds-black.jpg,natco_cumin-seeds-black.jpg,true
cumin-seeds-jar,natco,100g,GEN_cumin-seeds-jar_100g,GEN_cumin-seeds-jar_100g;ALT_cumin-seeds-jar_100g,natco_cumin-seeds-black.jpg,natco_cumin-seeds-black.jpg,true
curry-powder,natco,400g,GEN_curry-powder_400g,GEN_curry-powder_400g;ALT_curry-powder_400g,natco_curry-powder-hot.png,natco_curry-powder-hot.png,true
curry-powder-hot,natco,400g,GEN_curry-powder-hot_400g,GEN_curry-powder-hot_400g;ALT_curry-powder-hot_400g,natco_curry-powder-hot.png,natco_curry-powder-hot.png,true
curry-powder-hot,natco,100g,GEN_curry-powder-hot_100g,GEN_curry-powder-hot_100g;ALT_curry-powder-hot_100g,natco_curry-powder-hot.png,natco_curry-powder-hot.png,true
curry-powder-medium-jar,natco,100g,GEN_curry-powder-medium-jar_100g,GEN_curry-powder-medium-jar_100g;ALT_curry-powder-medium-jar_100g,natco_curry-powder-medium-jar.jpg,natco_curry-powder-medium-jar.jpg,true
curry-leaves,natco,100g,GEN_curryleaves_100g,GEN_curryleaves_100g;ALT_curryleaves_100g,natco_curryleaves.jpg,natco_curryleaves.jpg,true
fennel-seeds,natco,400g,GEN_fennel-seeds_400g,GEN_fennel-seeds_400g;ALT_fennel-seeds_400g,natco_fennel-seeds-jar.jpg,natco_fennel-seeds-jar.jpg,true
fennel-seeds-jar,natco,100g,GEN_fennel-seeds-jar_100g,GEN_fennel-seeds-jar_100g;ALT_fennel-seeds-jar_100g,natco_fennel-seeds-jar.jpg,natco_fennel-seeds-jar.jpg,true
garlic-flakes,natco,100g,GEN_garlic-flakes_100g,GEN_garlic-flakes_100g;ALT_garlic-flakes_100g,natco_garlic-flakes.jpg,natco_garlic-flakes.jpg,true
garlic-powder,natco,100g,GEN_garlic-powder_100g,GEN_garlic-powder_100g;ALT_garlic-powder_100g,natco_garlic-powder-jar.jpg,natco_garlic-powder-jar.jpg,true
garlic-powder-jar,natco,100g,GEN_garlic-powder-jar_100g,GEN_garlic-powder-jar_100g;ALT_garlic-powder-jar_100g,natco_garlic-powder-jar.jpg,natco_garlic-powder-jar.jpg,true
ginger-powder,natco,100g,GEN_ginger-powder_100g,GEN_ginger-powder_100g;ALT_ginger-powder_100g,natco_ginger-powder.jpg,natco_ginger-powder.jpg,true
ground-ginger-jar,natco,70g,GEN_ground-ginger-jar_70g,GEN_ground-ginger-jar_70g;ALT_ground-ginger-jar_70g,natco_ground-ginger-jar.jpg,natco_ground-ginger-jar.jpg,true
kala-namak,natco,300g,GEN_kalanamak_300g,GEN_kalanamak_300g;ALT_kalanamak_300g,natco_kalanamak.jpg,natco_kalanamak.jpg,true
kala-namak,natco,100g,GEN_kalanamak_100g,GEN_kalanamak_100g;ALT_kalanamak_100g,natco_kalanamak.jpg,natco_kalanamak.jpg,true
mace-ground,natco,50g,GEN_mace-ground_50g,GEN_mace-ground_50g;ALT_mace-ground_50g,natco_mace-ground.jpg,natco_mace-ground.jpg,true
methi-leaves-jar,natco,10g,GEN_methi-leaves-jar_10g,GEN_methi-leaves-jar_10g;ALT_methi-leaves-jar_10g,natco_kasuri-methi-leaves-100g.jpg,natco_kasuri-methi-leaves-100g.jpg,true
methi-seeds-fenugreek,natco,400g,GEN_methi-seeds_400g,GEN_methi-seeds_400g;ALT_methi-seeds_400g,natco_methi-seeds-jar.jpg,natco_methi-seeds-jar.jpg,true
methi-seeds-jar,natco,100g,GEN_methi-seeds-jar_100g,GEN_methi-seeds-jar_100g;ALT_methi-seeds-jar_100g,natco_methi-seeds-jar.jpg,natco_methi-seeds-jar.jpg,true
moth-beans,natco,500g,GEN_moth-beans_500g,GEN_moth-beans_500g;ALT_moth-beans_500g,natco_moth-beans.png,natco_moth-beans.png,true
moth-beans,natco,2kg,GEN_moth-beans_2kg,GEN_moth-beans_2kg;ALT_moth-beans_2kg,natco_moth-beans.png,natco_moth-beans.png,true
mustard-seeds,natco,400g,GEN_mustard-seeds_400g,GEN_mustard-seeds_400g;ALT_mustard-seeds_400g,natco_mustard-seeds-black-jar.jpg,natco_mustard-seeds-black-jar.jpg,true
mustard-seeds-black-jar,natco,100g,GEN_mustard-seeds-black-jar_100g,GEN_mustard-seeds-black-jar_100g;ALT_mustard-seeds-black-jar_100g,natco_mustard-seeds-black-jar.jpg,natco_mustard-seeds-black-jar.jpg,true
kalwanji-nigella-seeds,natco,300g,GEN_nigella-seeds_300g,GEN_nigella-seeds_300g;ALT_nigella-seeds_300g,natco_nigella-seeds-jar.jpg,natco_nigella-seeds-jar.jpg,true
kalwanji-nigella-seeds-jar,natco,100g,GEN_nigella-seeds-jar_100g,GEN_nigella-seeds-jar_100g;ALT_nigella-seeds-jar_100g,natco_nigella-seeds-jar.jpg,natco_nigella-seeds-jar.jpg,true
nutmeg-ground,natco,50g,GEN_nutmeg-ground_50g,GEN_nutmeg-ground_50g;ALT_nutmeg-ground_50g,natco_nutmeg-ground-jar.jpg,natco_nutmeg-ground-jar.jpg,true
nutmeg-ground-jar,natco,100g,GEN_nutmeg-ground-jar_100g,GEN_nutmeg-ground-jar_100g;ALT_nutmeg-ground-jar_100g,natco_nutmeg-ground-jar.jpg,natco_nutmeg-ground-jar.jpg,true
nutmeg-whole-jar,natco,100g,GEN_nutmeg-whole-jar_100g,GEN_nutmeg-whole-jar_100g;ALT_nutmeg-whole-jar_100g,natco_nutmeg-whole-jar.jpg,natco_nutmeg-whole-jar.jpg,true
panchpuran-5-whole-spice,natco,1kg,GEN_panchpuran-whole-spice_1kg,GEN_panchpuran-whole-spice_1kg;ALT_panchpuran-whole-spice_1kg,natco_panchpuran-whole-spice.jpg,natco_panchpuran-whole-spice.jpg,true
paprika-powder,natco,400g,GEN_paprika-powder_400g,GEN_paprika-powder_400g;ALT_paprika-powder_400g,natco_paprika-powder-jar.jpg,natco_paprika-powder-jar.jpg,true
paprika-powder-jar,natco,100g,GEN_paprika-powder-jar_100g,GEN_paprika-powder-jar_100g;ALT_paprika-powder-jar_100g,natco_paprika-powder-jar.jpg,natco_paprika-powder-jar.jpg,true
saffron,natco,1g,GEN_saffron_1g,GEN_saffron_1g;ALT_saffron_1g,natco_saffron.png,natco_saffron.png,true
takmuria-basil-seeds,natco,100g,GEN_takmuria_100g,GEN_takmuria_100g;ALT_takmuria_100g,natco_ajwan-seeds-jar-100g.jpg,natco_ajwan-seeds-jar-100g.jpg,true
tamarind-paste-jar,natco,250g,GEN_tamarind-paste-jar_250g,GEN_tamarind-paste-jar_250g;ALT_tamarind-paste-jar_250g,natco_tamarind-paste-jar.jpg,natco_tamarind-paste-jar.jpg,true
tamarind-slab,natco,200g,GEN_tamarindslab_200g,GEN_tamarindslab_200g;ALT_tamarindslab_200g,natco_tamarindslab.png,natco_tamarindslab.png,true
tamarind-wet,natco,400g,GEN_tamarindwet_400g,GEN_tamarindwet_400g;ALT_tamarindwet_400g,natco_tamarind-amp-date-sauce-340g.jpg,natco_tamarind-amp-date-sauce-340g.jpg,true
toor-dal-oily,natco,1kg,GEN_toor-dal-oily1_1kg,GEN_toor-dal-oily1_1kg;ALT_toor-dal-oily1_1kg,natco_toor-dal-oily1.png,natco_toor-dal-oily1.png,true
toor-dal-oily,natco,2kg,GEN_toor-dal-oily1_2kg,GEN_toor-dal-oily1_2kg;ALT_toor-dal-oily1_2kg,natco_toor-dal-oily1.png,natco_toor-dal-oily1.png,true
toor-dal-plain,natco,2kg,GEN_toor-dal-plain_2kg,GEN_toor-dal-plain_2kg;ALT_toor-dal-plain_2kg,natco_toor-dal-plain.jpg,natco_toor-dal-plain.jpg,true
toor-dal-plain,natco,500g,GEN_toor-dal-plain_500g,GEN_toor-dal-plain_500g;ALT_toor-dal-plain_500g,natco_toor-dal-plain.jpg,natco_toor-dal-plain.jpg,true
turmeric-powder,natco,400g,GEN_turmeric-powder_400g,GEN_turmeric-powder_400g;ALT_turmeric-powder_400g,natco_turmeric-powder-jar.jpg,natco_turmeric-powder-jar.jpg,true
turmeric-powder-jar,natco,100g,GEN_turmeric-powder-jar_100g,GEN_turmeric-powder-jar_100g;ALT_turmeric-powder-jar_100g,natco_turmeric-powder-jar.jpg,natco_turmeric-powder-jar.jpg,true
urid-dal-white,natco,2kg,GEN_urid-dal-white_2kg,GEN_urid-dal-white_2kg;ALT_urid-dal-white_2kg,natco_urid-dal-white.jpg,natco_urid-dal-white.jpg,true
urid-dal-white,natco,1kg,GEN_urid-dal-white_1kg,GEN_urid-dal-white_1kg;ALT_urid-dal-white_1kg,natco_urid-dal-white.jpg,natco_urid-dal-white.jpg,true
urid-beans,natco,2kg,GEN_uridbeans_2kg,GEN_uridbeans_2kg;ALT_uridbeans_2kg,natco_urid-beans-case.jpg,natco_urid-beans-case.jpg,true
urid-beans,natco,1kg,GEN_uridbeans_1kg,GEN_uridbeans_1kg;ALT_uridbeans_1kg,natco_urid-beans-case.jpg,natco_urid-beans-case.jpg,true
urid-split,natco,2kg,GEN_uridsplit1_2kg,GEN_uridsplit1_2kg;ALT_uridsplit1_2kg,natco_uridsplit.jpg,natco_uridsplit.jpg,true
urid-split,natco,500g,GEN_uridsplit1_500g,GEN_uridsplit1_500g;ALT_uridsplit1_500g,natco_uridsplit.jpg,natco_uridsplit.jpg,true
