product_handle,variant_sku,variant_barcode,variant_title,weight_value,weight_unit,thumbnail_url,velocity,tags,allergens,ingredients,storage,country_of_origin,variant_title_raw,variant_sku_raw
ashoka-mutter-paneer,ashoka-mutter-paneer-280g,GEN_ashoka-mutter-paneer_280g,,280,g,/images/products/ashoka-mutter-paneer.png,A,gluten-free,milk,Contains milk; See product packaging,Store in a cool dry place,India,Default,ashoka-mutter-paneer-280g
ashoka-palak-paneer,ashoka-palak-paneer-280g,GEN_ashoka-palak-paneer_280g,,280,g,/images/products/ashoka-palak-paneer.jpg,A,gluten-free,milk,Contains milk; See product packaging,Store in a cool dry place,India,Default,ashoka-palak-paneer-280g
ashoka-rajma-masala,ashoka-rajma-masala-280g,GEN_ashoka-rajma-masala_280g,,280,g,/images/products/ashoka-rajma-masala.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,ashoka-rajma-masala-280g
ashoka-tarka-dhal,ashoka-tarka-dhal-280g,GEN_ashoka-tarka-dhal_280g,,280,g,/uploads/ashoka_tarka-dhal.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,ashoka-tarka-dhal-280g
bikaji-gulab-jamun-tin,bikaji-gulab-jamun-tin-1kg,GEN_bikaji-gulab-jamun-tin_1kg,,1,kg,/images/products/bikaji-gulab-jamun-tin.png,A,,milk,Contains milk,Store in a cool dry place,India,Default,bikaji-gulab-jamun-tin-1kg
bikaji-khatta-meetha,bikaji-khatta-meetha-200g,GEN_bikaji-khatta-meetha_200g,,200,g,/images/products/bikaji-khatta-meetha.png,A,,,May contain peanuts,Store in a cool dry place,India,Default,bikaji-khatta-meetha-200g
bikaji-soan-papdi,bikaji-soan-papdi-500g,GEN_bikaji-soan-papdi_500g,,500,g,/images/products/bikaji-soan-papdi.png,A,,milk;wheat,Contains milk and wheat,Store in a cool dry place,India,Default,bikaji-soan-papdi-500g
bournvita,bournvita-500g,GEN_bournvita_500g,,500,g,/uploads/bournvita_health-drink.jpg,A,,milk,Contains milk,Store in a cool dry place,India,Default,bournvita-500g
bovonto-grape-300ml-6pack,bovonto-grape-6pack,GEN_bovonto-grape-300ml-6pack_300ml,,300,ml,/uploads/bovonto_grape-soda.jpg,,,,Store in a cool dry place,India,,bovonto-grape-300ml-6pack,
britannia-bourbon-cream,britannia-britannia-bourbon-cream-200g,GEN_britannia-bourbon-cream_200g,200g,200,g,/uploads/britannia-bourbon-cream.jpg,B,,,See product packaging for full ingredients list,,India,200g,Britannia-britannia-bourbon-cream-v0
britannia-good-day-butter-cookies,britannia-britannia-good-day-butter-cookies-150g,GEN_britannia-good-day-butter-cookies_150g,150g,150,g,/images/products/britannia-good-day-butter-cookies.jpg,B,,,See product packaging for full ingredients list,,India,150g,Britannia-britannia-good-day-butter-cookies-v0
britannia-good-day-cashew-cookies,britannia-britannia-good-day-cashew-cookies-150g,GEN_britannia-good-day-cashew-cookies_150g,150g,150,g,/images/products/britannia-good-day-cashew-cookies.jpg,B,,,See product packaging for full ingredients list,,India,150g,Britannia-britannia-good-day-cashew-cookies-v0
britannia-marie-gold,britannia-britannia-marie-gold-200g,GEN_britannia-marie-gold_200g,200g,200,g,/images/products/britannia-marie-gold.jpg,B,,,See product packaging for full ingredients list,,India,200g,Britannia-britannia-marie-gold-v0
brooke-bond-red-label,brooke-bond-tea-500g,GEN_brooke-bond-red-label_500g,500g,500,g,/images/products/brooke-bond-red-label.jpg,,,,Store in a cool dry place,India,500,brooke-bond-red-label-500g,
brooke-bond-red-label,brooke-bond-tea-1kg,GEN_brooke-bond-red-label_1kg,1kg,1,kg,/images/products/brooke-bond-red-label.jpg,,,,Store in a cool dry place,India,1,brooke-bond-red-label-1kg,
bru-instant-coffee,bru-coffee-100g,GEN_bru-instant-coffee_100g,,100,g,/uploads/bru_instant-coffee.jpg,,,,Store in a cool dry place,India,100,bru-instant-coffee-100g,
cadbury-5star-import-6pack,cadbury-5star-6pack,GEN_cadbury-5star-import-6pack_0,,,,/uploads/cadbury_5star.jpg,A,,milk;soya,Contains milk and soya,Store in a cool dry place,India,Default,cadbury-5star-import-6pack
cadbury-gems-import-6pack,cadbury-gems-6pack,GEN_cadbury-gems-import-6pack_0,,,,/uploads/cadbury_gems.jpg,A,,milk;soya,Contains milk and soya,Store in a cool dry place,India,Default,cadbury-gems-import-6pack
cadbury-perk-import-6pack,cadbury-perk-6pack,GEN_cadbury-perk-import-6pack_0,,,,/uploads/cadbury_perk.jpg,A,,milk;wheat,Contains milk and wheat,Store in a cool dry place,India,Default,cadbury-perk-import-6pack
chings-hakka-noodles,chings-hakka-noodles-240g,GEN_chings-hakka-noodles_240g,,240,g,/uploads/chings_hakka-noodles.jpg,A,,wheat,Contains wheat,Store in a cool dry place,India,Default,chings-hakka-noodles-240g
chings-schezwan-noodles,chings-schezwan-noodles-240g,GEN_chings-schezwan-noodles_240g,,240,g,/images/products/chings-schezwan-noodles.jpg,A,,wheat,Contains wheat,Store in a cool dry place,India,Default,chings-schezwan-noodles-240g
chings-schezwan-sauce,chings-schezwan-sauce-250g,GEN_chings-schezwan-sauce_250g,,250,g,/images/products/chings-schezwan-sauce.jpg,A,,soya,Contains soya,Store in a cool dry place,India,Default,chings-schezwan-sauce-250g
daawat-rozana-basmati,daawat-daawat-rozana-basmati-5kg,GEN_daawat-rozana-basmati_5kg,5kg,5,kg,/uploads/daawat-rozana-basmati.jpg,B,,,See product packaging for full ingredients list,,India,5kg,Daawat-daawat-rozana-basmati-v0
dabur-chyawanprash,dabur-chyawanprash-500g,GEN_dabur-chyawanprash_500g,,500,g,/uploads/dabur_chyawanprash.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,dabur-chyawanprash-500g
east-end-chana-dal,east-end-chana-dal-2kg,GEN_east-end-chana-dal_2kg,,2,kg,/uploads/east-end_chana-dal.jpg,,,,Store in a cool dry place,UK,2,east-end-chana-dal-2kg,
east-end-coriander-powder,east-end-coriander-powder-400g,GEN_east-end-coriander-powder_400g,,400,g,/uploads/east-end_coriander-powder.jpg,,,,Store in a cool dry place,UK,400,east-end-coriander-powder-400g,
east-end-ginger-garlic-paste,east-end-gg-paste-1kg,GEN_east-end-ginger-garlic-paste_1kg,,1,kg,/uploads/east-end_ginger-garlic-paste.jpg,,,,Refrigerate after opening,UK,1,east-end-ginger-garlic-paste-1kg,
east-end-kabuli-chana,east-end-kabuli-chana-2kg,GEN_east-end-kabuli-chana_2kg,,2,kg,/uploads/east-end_kabuli-chana.jpg,,,,Store in a cool dry place,UK,2,east-end-kabuli-chana-2kg,
east-end-kashmiri-chilli,east-end-kashmiri-chilli-200g,GEN_east-end-kashmiri-chilli_200g,,200,g,/uploads/east-end_kashmiri-chilli.jpg,,,,Store in a cool dry place,UK,200,east-end-kashmiri-chilli-200g,
east-end-moong-dal,east-end-moong-dal-2kg,GEN_east-end-moong-dal_2kg,,2,kg,/uploads/east-end_moong-dal.jpg,,,,Store in a cool dry place,UK,2,east-end-moong-dal-2kg,
east-end-red-split-lentils,east-end-red-split-lentils-2kg,GEN_east-end-red-split-lentils_2kg,,2,kg,/uploads/east-end_red-lentils.jpg,,,,Store in a cool dry place,UK,2,east-end-red-split-lentils-2kg,
east-end-sooji-fine,east-end-sooji-fine-500g,GEN_east-end-sooji-fine_500g,,500,g,/uploads/east-end_sooji-fine.jpg,A,,wheat,Contains wheat gluten,Store in a cool dry place,UK,Default,east-end-sooji-fine-500g
east-end-toor-dal-oily,east-end-toor-dal-oily-2kg,GEN_east-end-toor-dal-oily_2kg,,2,kg,/uploads/east-end_toor-dal.jpg,,,,Store in a cool dry place,UK,2,east-end-toor-dal-oily-2kg,
east-end-urad-dal-black-whole,east-end-urad-black-whole-2kg,GEN_east-end-urad-dal-black-whole_2kg,,2,kg,/uploads/east-end_urad-black.jpg,,,,Store in a cool dry place,UK,2,east-end-urad-dal-black-whole-2kg,
elephant-atta-chakki-fresh,elephant-elephant-atta-chakki-fresh-5kg,GEN_elephant-atta-chakki-fresh_5kg,5kg,5,kg,/uploads/elephant-atta-chakki-fresh.jpg,B,,,See product packaging for full ingredients list,,India,5kg,Elephant-elephant-atta-chakki-fresh-v0
elephant-atta-chakki-fresh,elephant-elephant-atta-chakki-fresh-10kg,GEN_elephant-atta-chakki-fresh_10kg,10kg,10,kg,/uploads/elephant-atta-chakki-fresh.jpg,B,,,See product packaging,,India,10kg,MVC-elephant-atta-chakki-fresh-10kg-v0
everest-garam-masala,everest-garam-masala-100g,GEN_everest-garam-masala_100g,,100,g,/images/products/everest-garam-masala.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,everest-garam-masala-100g
everest-pav-bhaji-masala,everest-pav-bhaji-100g,GEN_everest-pav-bhaji-masala_100g,,100,g,/images/products/everest-pav-bhaji-masala.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,everest-pav-bhaji-masala-100g
everest-sambhar-masala,everest-sambhar-masala-100g,GEN_everest-sambhar-masala_100g,,100,g,/images/products/everest-sambhar-masala.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,everest-sambhar-masala-100g
everest-tea-masala,everest-tea-masala-100g,GEN_everest-tea-masala_100g,,100,g,/images/products/everest-tea-masala.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,everest-tea-masala-100g
falak-super-basmati,falak-falak-super-basmati-5kg,GEN_falak-super-basmati_5kg,5kg,5,kg,/uploads/falak-super-basmati.jpg,B,,,See product packaging for full ingredients list,,India,5kg,Falak-falak-super-basmati-v0
frooti-mango,frooti-mango-1l,GEN_frooti-mango_1l,,1,l,/uploads/frooti_mango.jpg,,,,Store in a cool dry place,India,1,frooti-mango-1l,
girnar-masala-chai-teabags-100,girnar-chai-100bags,GEN_girnar-masala-chai-teabags-100_0,,,,/uploads/girnar_masala-chai.jpg,,,,Store in a cool dry place,India,,girnar-masala-chai-teabags-100,
glucon-d-mango,glucon-d-mango-500g,GEN_glucon-d-mango_500g,,500,g,/uploads/glucon-d_mango.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,glucon-d-mango-500g
hajmola-digestive-jar-100tabs,hajmola-jar-100tabs,GEN_hajmola-digestive-jar-100tabs_0,,,,/uploads/hajmola_digestive.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,hajmola-digestive-jar-100tabs
haldirams-aloo-bhujia,haldirams-haldirams-aloo-bhujia-400g,GEN_haldirams-aloo-bhujia_400g,400g,400,g,/uploads/haldirams-aloo-bhujia.jpg,B,,,See product packaging,,India,400g,MVC-haldirams-aloo-bhujia-400g-v0
haldirams-aloo-bhujia,haldirams-haldirams-aloo-bhujia-1kg,GEN_haldirams-aloo-bhujia_1kg,1kg,1,kg,/uploads/haldirams-aloo-bhujia.jpg,B,,,See product packaging,,India,1kg,MVC-haldirams-aloo-bhujia-1kg-v0
haldirams-gulab-jamun-tin,haldirams-haldirams-gulab-jamun-tin-500g,GEN_haldirams-gulab-jamun-tin_500g,500g,500,g,/images/products/haldirams-gulab-jamun-tin.png,B,,,See product packaging for full ingredients list,,India,500g,Haldiram's-haldirams-gulab-jamun-tin-v0
haldirams-gulab-jamun-tin,haldirams-haldirams-gulab-jamun-tin-1kg,GEN_haldirams-gulab-jamun-tin_1kg,1kg,1,kg,/images/products/haldirams-gulab-jamun-tin.png,B,,,See product packaging,,India,1kg,MVC-haldirams-gulab-jamun-tin-1kg-v0
haldirams-moong-dal,haldirams-haldirams-moong-dal-400g,GEN_haldirams-moong-dal_400g,400g,400,g,/images/products/haldirams-moong-dal.jpg,B,,,See product packaging,,India,400g,MVC-haldirams-moong-dal-400g-v0
haldirams-rasgulla-tin,haldirams-haldirams-rasgulla-tin-1kg,GEN_haldirams-rasgulla-tin_1kg,1kg,1,kg,/images/products/haldirams-rasgulla-tin.png,B,,,See product packaging for full ingredients list,,India,1kg,Haldiram's-haldirams-rasgulla-tin-v0
haldirams-soan-papdi,haldirams-haldirams-soan-papdi-500g,GEN_haldirams-soan-papdi_500g,500g,500,g,/images/products/haldirams-soan-papdi.png,B,,,See product packaging for full ingredients list,,India,500g,Haldiram's-haldirams-soan-papdi-v0
haldirams-mathri,haldirams-mathri-200g,GEN_haldirams-mathri_200g,,200,g,/images/products/haldirams-mathri.png,A,,wheat,Contains wheat gluten,Store in a cool dry place,India,Default,haldirams-mathri-200g
rooh-afza,rooh-afza-750ml,GEN_hamdard-rooh-afza_750ml,750ml,750,ml,/uploads/hamdard_rooh-afza.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,rooh-afza-750ml
rooh-afza,rooh-afza-1-5l,GEN_hamdard-rooh-afza_1500ml,1500ml,1500,ml,/uploads/hamdard_rooh-afza.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,rooh-afza-1-5l
horlicks-original,horlicks-500g,GEN_horlicks-original_500g,,500,g,/uploads/horlicks_original.jpg,A,,wheat;milk,Contains wheat and milk,Store in a cool dry place,India,Default,horlicks-original-500g
idhayam-sesame-oil,idhayam-sesame-oil-1l,GEN_idhayam-sesame-oil_1l,,1,l,/uploads/idhayam_sesame-oil.jpg,A,,sesame,Contains sesame,Store in a cool dry place,India,Default,idhayam-sesame-oil-1l
karachi-bakery-fruit-biscuits,karachi-fruit-biscuits-400g,GEN_karachi-bakery-fruit-biscuits_400g,,400,g,/uploads/karachi_fruit-biscuits.jpg,A,,wheat,Contains wheat gluten,Store in a cool dry place,India,Default,karachi-bakery-fruit-biscuits-400g
karachi-bakery-osmania-biscuits,karachi-osmania-biscuits-400g,GEN_karachi-bakery-osmania-biscuits_400g,,400,g,/uploads/karachi_osmania-biscuits.jpg,A,,wheat,Contains wheat gluten,Store in a cool dry place,India,Default,karachi-bakery-osmania-biscuits-400g
kohinoor-extra-long-basmati,kohinoor-kohinoor-extra-long-basmati-2kg,GEN_kohinoor-extra-long-basmati_2kg,2kg,2,kg,/uploads/kohinoor-extra-long-basmati.jpg,B,,,See product packaging for full ingredients list,,India,2kg,Kohinoor-kohinoor-extra-long-basmati-v0
kohinoor-extra-long-basmati,kohinoor-kohinoor-extra-long-basmati-5kg,GEN_kohinoor-extra-long-basmati_5kg,5kg,5,kg,/uploads/kohinoor-extra-long-basmati.jpg,B,,,See product packaging,,India,5kg,MVC-kohinoor-extra-long-basmati-5kg-v0
lal-qilla-premium-basmati,lal-qilla-lal-qilla-premium-basmati-5kg,GEN_lal-qilla-premium-basmati_5kg,5kg,5,kg,/uploads/lal-qilla-premium-basmati.jpg,B,,,See product packaging for full ingredients list,,India,5kg,Lal Qilla-lal-qilla-premium-basmati-v0
lal-qilla-premium-basmati,lal-qilla-lal-qilla-premium-basmati-10kg,GEN_lal-qilla-premium-basmati_10kg,10kg,10,kg,/uploads/lal-qilla-premium-basmati.jpg,B,,,See product packaging,,India,10kg,MVC-lal-qilla-premium-basmati-10kg-v0
laziza-gajar-halwa-mix,laziza-gajar-halwa-150g,GEN_laziza-gajar-halwa-mix_150g,,150,g,/uploads/laziza_gajar-halwa.jpg,A,,milk,Contains milk; See product packaging,Store in a cool dry place,Pakistan,Default,laziza-gajar-halwa-mix-150g
laziza-gulab-jamun-mix,laziza-gulab-jamun-200g,GEN_laziza-gulab-jamun-mix_200g,,200,g,/uploads/laziza_gulab-jamun.jpg,A,,milk,Contains milk solids; See product packaging,Store in a cool dry place,Pakistan,Default,laziza-gulab-jamun-mix-200g
laziza-kheer-mix,laziza-kheer-mix-150g,GEN_laziza-kheer-mix_150g,,150,g,/images/products/laziza-kheer-mix.jpg,A,,milk,Contains milk; See product packaging,Store in a cool dry place,Pakistan,Default,laziza-kheer-mix-150g
laziza-kulfi-mix,laziza-kulfi-mix-150g,GEN_laziza-kulfi-mix_150g,,150,g,/uploads/laziza_kulfi.jpg,A,,milk,Contains milk; See product packaging,Store in a cool dry place,Pakistan,Default,laziza-kulfi-mix-150g
laziza-rasmalai-mix,laziza-rasmalai-mix-200g,GEN_laziza-rasmalai-mix_200g,,200,g,/images/products/laziza-rasmalai-mix.jpg,A,,milk,Contains milk solids; See product packaging,Store in a cool dry place,Pakistan,Default,laziza-rasmalai-mix-200g
laziza-zarda-mix,laziza-zarda-mix-150g,GEN_laziza-zarda-mix_150g,,150,g,/uploads/laziza_zarda.jpg,A,,,See product packaging,Store in a cool dry place,Pakistan,Default,laziza-zarda-mix-150g
leo-coffee-pure,leo-coffee-200g,GEN_leo-coffee-pure_200g,,200,g,/uploads/leo-coffee_pure.jpg,,,,Store in a cool dry place,India,200,leo-coffee-pure-200g,
lg-asafoetida-hing,lg-hing-100g,GEN_lg-asafoetida-hing_100g,,100,g,/images/products/lg-asafoetida-hing.jpg,A,,asafoetida,See product packaging for full ingredients list,Store in a cool dry place,India,Default,lg-asafoetida-hing-100g
lijjat-moong-dal-papad,lijjat-lijjat-moong-dal-papad-200g,GEN_lijjat-moong-dal-papad_200g,200g,200,g,/uploads/lijjat-moong-dal-papad.jpg,B,,,See product packaging for full ingredients list,,India,200g,Lijjat-lijjat-moong-dal-papad-v0
lijjat-urad-papad-extra-thin,lijjat-lijjat-urad-papad-extra-thin-200g,GEN_lijjat-urad-papad-extra-thin_200g,200g,200,g,/uploads/lijjat-urad-papad-extra-thin.jpg,B,,,See product packaging for full ingredients list,,India,200g,Lijjat-lijjat-urad-papad-extra-thin-v0
lijjat-urad-special-papad,lijjat-lijjat-urad-special-papad-200g,GEN_lijjat-urad-special-papad_200g,200g,200,g,/uploads/lijjat-urad-special-papad.jpg,B,,,See product packaging for full ingredients list,,India,200g,Lijjat-lijjat-urad-special-papad-v0
maggi-2-minute-noodles-masala-4-pack,maggi-maggi-2-minute-noodles-masala-4-pack,GEN_maggi-2-minute-noodles-masala-4-pack_0,4-Pack,,,/images/products/maggi-2-minute-noodles-masala-4-pack.jpg,B,,,See product packaging for full ingredients list,,India,4-Pack,Maggi-maggi-2-minute-noodles-masala-v0
maggi-2-minute-noodles-masala-8-pack,maggi-maggi-2-minute-noodles-masala-8-pack-8-pack,GEN_maggi-2-minute-noodles-masala-8-pack_0,8-Pack,,,/uploads/maggi-2-minute-noodles-masala.jpg,B,,,See product packaging,,India,8-Pack,MVC-maggi-2-minute-noodles-masala-8-pack-v0
maggi-hot-sweet-sauce,maggi-maggi-hot-sweet-sauce-400g,GEN_maggi-hot-sweet-sauce_400g,400g,400,g,/uploads/maggi-hot-and-sweet-sauce.jpg,B,,,See product packaging for full ingredients list,,India,400g,Maggi-maggi-hot-sweet-sauce-v0
maggi-noodles-masala-4pack,maggi-masala-4pack,GEN_maggi-noodles-masala-4pack_0,,,,/uploads/maggi_masala-noodles.jpg,A,,wheat,Contains wheat gluten,Store in a cool dry place,India,Default,maggi-noodles-masala-4pack
maggi-noodles-masala-8pack,maggi-masala-8pack,GEN_maggi-noodles-masala-8pack_0,,,,/uploads/maggi_masala-noodles.jpg,A,,wheat,Contains wheat gluten,Store in a cool dry place,India,Default,maggi-noodles-masala-8pack
mdh-sambar-masala,mdh-sambar-masala-100g,GEN_mdh-sambar-masala_100g,,100,g,/images/products/mdh-sambar-masala.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,mdh-sambar-masala-100g
mtr-dosa-mix,mtr-dosa-mix-500g,GEN_mtr-dosa-mix_500g,,500,g,/uploads/mtr_dosa-mix.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,mtr-dosa-mix-500g
mtr-gulab-jamun-tin,mtr-gulab-jamun-tin-500g,GEN_mtr-gulab-jamun-tin_500g,,500,g,/images/products/mtr-gulab-jamun-tin.png,A,,milk,Contains milk,Store in a cool dry place,India,Default,mtr-gulab-jamun-tin-500g
mtr-idli-mix,mtr-idli-mix-500g,GEN_mtr-idli-mix_500g,,500,g,/images/products/mtr-idli-mix.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,mtr-idli-mix-500g
mtr-khaman-dhokla-mix,mtr-dhokla-mix-500g,GEN_mtr-khaman-dhokla-mix_500g,,500,g,/images/products/mtr-khaman-dhokla-mix.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,mtr-khaman-dhokla-mix-500g
mtr-rasmalai-tin,mtr-rasmalai-tin-500g,GEN_mtr-rasmalai-tin_500g,,500,g,/uploads/mtr_rasmalai.jpg,A,,milk,Contains milk,Store in a cool dry place,India,Default,mtr-rasmalai-tin-500g
mtr-rava-dosa-mix,mtr-rava-dosa-mix-500g,GEN_mtr-rava-dosa-mix_500g,,500,g,/images/products/mtr-rava-dosa-mix.jpg,A,,wheat,Contains wheat,Store in a cool dry place,India,Default,mtr-rava-dosa-mix-500g
mtr-rava-idli-mix,mtr-rava-idli-mix-500g,GEN_mtr-rava-idli-mix_500g,,500,g,/images/products/mtr-rava-idli-mix.jpg,A,,wheat,Contains wheat,Store in a cool dry place,India,Default,mtr-rava-idli-mix-500g
mtr-roasted-vermicelli,mtr-vermicelli-400g,GEN_mtr-roasted-vermicelli_400g,,400,g,/images/products/mtr-roasted-vermicelli.jpg,A,,wheat,Contains wheat,Store in a cool dry place,India,Default,mtr-roasted-vermicelli-400g
mtr-upma-mix,mtr-upma-mix-500g,GEN_mtr-upma-mix_500g,,500,g,/images/products/mtr-upma-mix.jpg,A,,wheat,Contains wheat,Store in a cool dry place,India,Default,mtr-upma-mix-500g
mtr-vada-mix,mtr-vada-mix-200g,GEN_mtr-vada-mix_200g,,200,g,/images/products/mtr-vada-mix.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,mtr-vada-mix-200g
14681551307137,natco-spiced-tea-masala-blend-160s,GEN_14681551307137_0,,,,/uploads/natco_spiced-tea-masala-blend-160s.jpg,A,,,See product packaging for full ingredients list,,India,Default,V6920
15097116393857,natco-lemon-juicetr,GEN_15097116393857_0,,,,/uploads/natco_lemon-juice-1-ltr.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1000
15097122881921,natco-lemon-juice-500ml,GEN_15097122881921_500ml,500ml,500,ml,/uploads/natco_lemon-juice-500ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1005
15097233015169,natco-lemon-juice-with-essential-oil-200ml,GEN_15097233015169_200ml,200ml,200,ml,/uploads/natco_lemon-juice-with-essential-oil-200ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1010
15383643226497,natco-pure-mustard-oiltr,GEN_15383643226497_0,,,,/uploads/natco_pure-mustard-oil-1ltr.jpg,A,,mustard,See product packaging for full ingredients list,,India,Default,C2273
15383683334529,natco-pure-mustard-oil-250ml,GEN_15383683334529_250ml,250ml,250,ml,/uploads/natco_pure-mustard-oil-250ml.jpg,A,,mustard,See product packaging for full ingredients list,,India,Default,C2275
4567655219272,natco-rose-water-310ml,4567655219272,310ml,310,ml,/uploads/natco_rose-water-310ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,V6105
4567655284808,natco-kevda-water-310ml,4567655284808,310ml,310,ml,/uploads/natco_kevda-water-310ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,V3205
4567655350344,natco-coconut-flavouring-essence-28ml,4567655350344,28ml,28,ml,/uploads/natco_coconut-flavouring-essence-28ml.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,V1196
4567655383112,natco-pineapple-flavouring-essence-28ml,4567655383112,28ml,28,ml,/uploads/natco_pineapple-flavouring-essence-28ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1192
4567655448648,natco-strawberry-flavouring-essence-28ml,4567655448648,28ml,28,ml,/uploads/natco_strawberry-flavouring-essence-28ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1188
4567655514184,natco-rose-flavouring-essence-28ml,4567655514184,28ml,28,ml,/uploads/natco_rose-flavouring-essence-28ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1182
4567655612488,natco-almond-flavouring-essence-28ml,4567655612488,28ml,28,ml,/uploads/natco_almond-flavouring-essence-28ml.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,V1176
4567655678024,natco-vanilla-flavouring-essence-28ml,4567655678024,28ml,28,ml,/uploads/natco_vanilla-flavouring-essence-28ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1172
4567655743560,natco-green-food-colouring-liquid-28ml,4567655743560,28ml,28,ml,/uploads/natco_green-food-colouring-liquid-28ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1160
4567655841864,natco-red-food-colouring-liquid-28ml,4567655841864,28ml,28,ml,/uploads/natco_red-food-colouring-liquid-28ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1156
4567655874632,natco-orange-food-colouring-liquid-28ml,4567655874632,28ml,28,ml,/uploads/natco_orange-food-colouring-liquid-28ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1152
4567655972936,natco-green-food-colouring-powder-25g,4567655972936,25g,25,g,/uploads/natco_green-food-colouring-powder-25g.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1136
4567656005704,natco-red-food-colouring-powder-25g,4567656005704,25g,25,g,/uploads/natco_red-food-colouring-powder-25g.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1132
4567656071240,natco-orange-food-colouring-powder-25g,4567656071240,25g,25,g,/uploads/natco_orange-food-colouring-powder-25g.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1128
4567656104008,natco-yellow-food-colouring-powder-25g,4567656104008,25g,25,g,/uploads/natco_yellow-food-colouring-powder-25g.jpg,A,,,See product packaging for full ingredients list,,India,Default,V1124
4567656169544,natco-tandoori-masala-jar-100g,4567656169544,100g,100,g,/uploads/natco_tandoori-masala-jar-100g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T9307
4567656759368,natco-garam-masala-jar-80g,4567656759368,80g,80,g,/uploads/natco_garam-masala-jar-80g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T6154
4567656988744,natco-coriander-ground-jar-70g,4567656988744,70g,70,g,/uploads/natco_coriander-ground-jar-70g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T4354
4567657054280,natco-cloves-jar-50g,4567657054280,50g,50,g,/uploads/natco_cloves-jar-50g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T3907
4567657087048,natco-cinnamon-ground-jar-100g,4567657087048,100g,100,g,/uploads/natco_cinnamon-ground-jar-100g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T3807
4567657119816,natco-cassia-dalchini-jar-50g,4567657119816,50g,50,g,/uploads/natco_cassia-dalchini-jar-50g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T3507
4567657185352,natco-chilli-powder-hot-jar-100g,4567657185352,100g,100,g,/uploads/natco_chilli-powder-hot-jar-100g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T3352
4567657250888,natco-chilli-crushed-jar-80g,4567657250888,80g,80,g,/uploads/natco_chilli-crushed-jar-80g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T3252
4567657316424,natco-cardamom-green-jar-50g,4567657316424,50g,50,g,/uploads/natco_cardamom-green-jar-50g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T2252
4567657381960,natco-bay-leaves-jar-10g,4567657381960,10g,10,g,/uploads/natco_bay-leaves-jar-10g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T1952
4567657447496,natco-asafoetida-hing-jar-100g,4567657447496,100g,100,g,/uploads/natco_asafoetida-hing-jar-100g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T1752
4567657513032,natco-aniseed-star-jar-40g,4567657513032,40g,40,g,/uploads/natco_aniseed-star-jar-40g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T1554
4567657545800,natco-amchoor-powder-jar-100g,4567657545800,100g,100,g,/uploads/natco_amchoor-powder-jar-100g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T1307
4567657578568,natco-ajwan-seeds-jar-100g,4567657578568,100g,100,g,/uploads/natco_ajwan-seeds-jar-100g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T1107
