product_handle,variant_sku,variant_barcode,variant_title,weight_value,weight_unit,thumbnail_url,velocity,tags,allergens,ingredients,storage,country_of_origin,variant_title_raw,variant_sku_raw
4567669506120,natco-cornmeal-medium-500g,GEN_4567669506120_500g,500g,500,g,/uploads/natco_cornmeal-medium-500g.jpg,A,,,See product packaging for full ingredients list,,India,Default,F2260
4567669604424,natco-cornmeal-fine-15kg,GEN_4567669604424_1.5kg,1.5kg,1.5,kg,/uploads/natco_cornmeal-fine-15kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,F2150
4567669604424,natco-cornmeal-fine-500g,GEN_4567669604424_500g,500g,500,g,/uploads/natco_cornmeal-fine-500g.png,A,,,See product packaging for full ingredients list,,India,Default,F2160
4567669735496,natco-chakki-atta-multigrain-5kg,4567669735496,5kg,5,kg,/uploads/natco_chakki-atta-multigrain-5kg.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F1626
4567669833800,natco-chapati-flour-medium-15kg,4567669833800,1.5kg,1.5,kg,/uploads/natco_chapati-flour-medium-15kg.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F1250
4567669866568,natco-chapati-flour-white-15kg,4567669866568,1.5kg,1.5,kg,/uploads/natco_chapati-flour-white-15kg.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F1150
4567669932104,natco-golden-raisins-1kg,GEN_4567669932104_1kg,1kg,1,kg,/uploads/natco_golden-raisins-1kg.jpg,A,,mustard,See product packaging for full ingredients list,,India,Default,D4150
4567669932104,natco-golden-raisins-100g,GEN_4567669932104_100g,100g,100,g,/uploads/natco_golden-raisins-100g.jpg,A,,mustard,See product packaging for full ingredients list,,India,Default,D4170
4567670030408,natco-toovar-400g,4567670030408,400g,400,g,/uploads/natco_toovar-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C7110
4567670095944,natco-suran-yam-400g,4567670095944,400g,400,g,/uploads/natco_suran-yam-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C7100
4567670161480,natco-punjabi-tinda-full-case-12x400g-400g,4567670161480,400g,400,g,/uploads/natco_punjabi-tinda-full-case-12x400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C7090
4567670423624,natco-okra-full-case-12x400g-400g,4567670423624,400g,400,g,/uploads/natco_okra-full-case-12x400g.png,A,,,See product packaging for full ingredients list,,India,Default,C7060
4567670521928,natco-lotus-root-400g,4567670521928,400g,400,g,/uploads/natco_lotus-root-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C7050
4567670620232,natco-karela-400g,4567670620232,400g,400,g,/uploads/natco_karela-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C7040
4567670816840,natco-sarson-ka-saag-450g,4567670816840,450g,450,g,/uploads/natco_sarson-ka-saag-450g.jpg,A,,mustard,See product packaging for full ingredients list,,India,Default,C6000
4567670915144,natco-patra-400g,4567670915144,400g,400,g,/uploads/natco_patra-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C5110
4567670980680,natco-tomatoes-chopped-full-case-12x400g-400g,4567670980680,400g,400,g,/uploads/natco_tomatoes-chopped-full-case-12x400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2860
4567671144520,natco-tomatoes-peeled-400g,4567671144520,400g,400,g,/uploads/natco_tomatoes-peeled-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2820
4567671210056,natco-tomato-paste-800g,4567671210056,800g,800,g,/uploads/natco_tomato-paste-800g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2675
4567671406664,natco-spinach-leaf-396g,4567671406664,396g,396,g,/uploads/natco_spinach-leaf-396g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2410
4567671504968,natco-rose-coco-borlotti-beans-400g,GEN_4567671504968_400g,400g,400,g,/uploads/natco_rose-coco-borlotti-beans-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2310
4567671504968,natco-rose-coco-borlotti-beans-2kg,GEN_4567671504968_2kg,2kg,2,kg,/uploads/natco_rose-coco-borlotti-beans-400g.jpg,B,,,Rose Coco (Borlotti) Beans 2kg,,India,Default,L6350
4567671504968,natco-rose-coco-borlotti-beans-500g,GEN_4567671504968_500g,500g,500,g,/uploads/natco_rose-coco-borlotti-beans-400g.jpg,B,,,Rose Coco (Borlotti) Beans 500g,,India,Default,L6360
4567671832648,natco-coconut-oil-parachute-brand-500ml,4567671832648,500ml,500,ml,/uploads/natco_coconut-oil-parachute-brand-500ml.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,C2170
4567671865416,natco-olive-oil-extra-virgin-500ml,4567671865416,500ml,500,ml,/uploads/natco_olive-oil-extra-virgin-500ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2117
4567671930952,natco-mango-pulp-kesar-850g,4567671930952,850g,850,g,/uploads/natco_mango-pulp-kesar-850g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C1815
4567671963720,natco-mango-slices-alphonso-425g,4567671963720,425g,425,g,/uploads/natco_mango-slices-alphonso-425g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C1750
4567671996488,natco-mango-pulp-alphonso-450g,4567671996488,450g,450,g,/uploads/natco_mango-pulp-alphonso-450g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C1730
4567672029256,natco-ghee-pure-butter-1kg,4567672029256,1kg,1,kg,/uploads/natco_ghee-pure-butter-1kg.jpg,A,,milk,See product packaging for full ingredients list,,India,Default,C1510
4567672127560,natco-ghee-pure-plough-brand-500g,4567672127560,500g,500,g,/uploads/natco_ghee-pure-plough-brand-500g.jpg,A,,milk,See product packaging for full ingredients list,,India,Default,C1435
4567672193096,natco-kala-chana-boiled-400g,4567672193096,400g,400,g,/uploads/natco_kala-chana-boiled-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C1130
4567672488008,natco-coconut-cream-400ml,4567672488008,400ml,400,ml,/uploads/natco_coconut-cream-400ml.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,C1025
4567672553544,natco-coconut-milk-light-400ml,4567672553544,400ml,400,ml,/uploads/natco_coconut-milk-light-400ml.jpg,A,,milk;tree-nuts,See product packaging for full ingredients list,,India,Default,C1020
4567672619080,natco-coconut-milk-400ml,4567672619080,400ml,400,ml,/uploads/natco_coconut-milk-400ml.jpg,A,,milk;tree-nuts,See product packaging for full ingredients list,,India,Default,C1015
4567672651848,natco-coriander-mint-sauce-340g,4567672651848,340g,340,g,/uploads/natco_coriander-mint-sauce-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2285
4567672717384,natco-tamarind-date-sauce-340g,4567672717384,340g,340,g,/uploads/natco_tamarind-amp-date-sauce-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2280
4567672750152,natco-garlic-chilli-sauce-340g,4567672750152,340g,340,g,/uploads/natco_garlic-amp-chilli-sauce-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2270
4567672815688,natco-chilli-sauce-hot-310g,4567672815688,310g,310,g,/uploads/natco_chilli-sauce-hot-310g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2265
4567672848456,natco-tamarind-sauce-340g,4567672848456,340g,340,g,/uploads/natco_tamarind-sauce-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2260
4567672881224,natco-bombay-sandwich-spread-280g,4567672881224,280g,280,g,/uploads/natco_bombay-sandwich-spread-280g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2201
4567672913992,natco-garlic-ginger-paste-190g,4567672913992,190g,190,g,/uploads/natco_garlic-amp-ginger-paste-190g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2090
4567672946760,natco-ginger-paste-190g,4567672946760,190g,190,g,/uploads/natco_ginger-paste-190g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2085
4567672979528,natco-garlic-paste-190g,4567672979528,190g,190,g,/uploads/natco_garlic-paste-190g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2080
4567673012296,natco-garlic-pickle-300g,4567673012296,300g,300,g,/uploads/natco_garlic-pickle-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2070
4567673045064,natco-mango-chutney-sweet-340g,4567673045064,340g,340,g,/uploads/natco_mango-chutney-sweet-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2065
4567673077832,natco-mango-chutney-spicy-340g,4567673077832,340g,340,g,/uploads/natco_mango-chutney-spicy-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2060
4567673143368,natco-thecha-chilli-paste-300g,4567673143368,300g,300,g,/uploads/natco_thecha-chilli-paste-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2050
4567673208904,natco-brinjal-chutney-sweet-300g,4567673208904,300g,300,g,/uploads/natco_brinjal-chutney-sweet-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2035
4567673241672,natco-chundo-chutney-sweet-340g,4567673241672,340g,340,g,/uploads/natco_chundo-chutney-sweet-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2030
4567673274440,natco-gorkeri-chutney-sweet-300g,4567673274440,300g,300,g,/uploads/natco_gorkeri-chutney-sweet-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2025
4567673405512,natco-lime-pickle-hot-300g,4567673405512,300g,300,g,/uploads/natco_lime-pickle-hot-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2015
4567673438280,natco-mixed-pickle-300g,4567673438280,300g,300,g,/uploads/natco_mixed-pickle-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2010
4567673602120,natco-chilli-pickle-hot-300g,4567673602120,300g,300,g,/uploads/natco_chilli-pickle-hot-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2005
4567673667656,natco-mango-pickle-hot-300g,4567673667656,300g,300,g,/uploads/natco_mango-pickle-hot-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2000
4583223066696,natco-chick-peas-25kg,GEN_4583223066696_2.5kg,2.5kg,2.5,kg,/uploads/natco_chick-peas-25kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,C1100
4583223066696,natco-chick-peas-2kg,GEN_4583223066696_2kg,2kg,2,kg,/uploads/natco_chick-peas-2kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L3160
4583223165000,natco-chick-peas-full-case-12x400g-400g,4583223165000,400g,400,g,/uploads/natco_chick-peas-full-case-12x400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C1110
4583223263304,natco-pomace-olive-oil-5-litre,GEN_4583223263304_5l,5l,5,l,/uploads/natco_pomace-olive-oil-5-litre.png,A,,,See product packaging for full ingredients list,,India,Default,C2105
4583223263304,natco-pomace-olive-oil-1-litre,GEN_4583223263304_1l,1l,1,l,/uploads/natco_pomace-olive-oil-1-litre.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2115
4583223296072,natco-pomace-olive-oil-blenditres,4583223296072,,,,/uploads/natco_pomace-olive-oil-blend-3-litres.png,A,,,See product packaging for full ingredients list,,India,Default,C2110
4583223361608,natco-red-kidney-beans-boiled-full-case-12x400g-400g,4583223361608,400g,400,g,/uploads/natco_red-kidney-beans-boiled-full-case-12x400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2300
4583223394376,natco-red-kidney-beans-25kg,GEN_4583223394376_2.5kg,2.5kg,2.5,kg,/uploads/natco_red-kidney-beans-25kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2305
4583223394376,natco-red-kidney-beans-1kg,GEN_4583223394376_1kg,1kg,1,kg,/uploads/natco_red-kidney-beans-1kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L5748
4583223394376,natco-red-kidney-beans-2kg,GEN_4583223394376_2kg,2kg,2,kg,/uploads/natco_red-kidney-beans-2kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L5750
4583223754824,natco-chick-peas-full-case-4x1kg-1kg,4583223754824,1kg,1,kg,/uploads/natco_chick-peas-full-case-4x1kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L3158
4583223853128,natco-coconut-flour-200g,GEN_4583223853128_200g,200g,200,g,/uploads/natco_coconut-flour-200g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N3455
4583223853128,natco-coconut-flour-1kg,GEN_4583223853128_1kg,1kg,1,kg,/uploads/natco_coconut-flour-1kg.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N3450
4583224016968,natco-all-purpose-seasoning-100g,GEN_4583224016968_100g,100g,100,g,/uploads/natco_all-purpose-seasoning-100g.png,A,,,See product packaging for full ingredients list,,India,Default,S1420
4583224016968,natco-all-purpose-seasoning-400g,GEN_4583224016968_400g,400g,400,g,/uploads/natco_all-purpose-seasoning-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,S1410
4641502855240,natco-pine-nuts-75g,4641502855240,75g,75,g,/uploads/natco_pine-nuts-75g.png,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N1705
4641506558024,natco-mamra-basmati-908g,GEN_4641506558024_908g,908g,908,g,/uploads/natco_mamra-basmati-908g.jpg,A,,,See product packaging for full ingredients list,,India,Default,R6910
4641506558024,natco-mamra-basmati-200g,GEN_4641506558024_200g,200g,200,g,/uploads/natco_mamra-basmati-200g.jpg,A,,,See product packaging for full ingredients list,,India,Default,R6960
5864191590472,natco-big-d-salted-peanuts-24x50g-50g,5864191590472,50g,50,g,/uploads/natco_big-d-salted-peanuts-24x50g.png,A,,tree-nuts;peanuts,See product packaging for full ingredients list,,India,Default,TRI06301
5864194801736,natco-big-d-honey-roast-peanuts-12x50g-packs-on-a-pub-card-12x50g,5864194801736,12x50g,,,/uploads/natco_big-d-honey-roast-peanuts-12x50g-packs-on-a-pub-card.jpg,A,,tree-nuts;peanuts,See product packaging for full ingredients list,,India,Default,TRI06380
6535757660232,natco-bhel-puri-kit-500g,6535757660232,500g,500,g,/uploads/natco_bhel-puri-kit-500g.jpg,A,,gluten;peanuts,See product packaging for full ingredients list,,India,Default,C7510
6562924986440,natco-big-d-salted-cashews-12x30g-cards-12x30g,6562924986440,12x30g,,,/uploads/natco_big-d-salted-cashews-12x30g-cards.png,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,TRI06352
6579342409800,natco-white-kidney-beans-400g,6579342409800,400g,400,g,/uploads/natco_white-kidney-beans-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2350
6617796804680,natco-spinach-puree-395g,GEN_6617796804680_395g,395g,395,g,/uploads/natco_spinach-puree-395g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2510
6617796804680,natco-spinach-puree-794g,GEN_6617796804680_794g,794g,794,g,/uploads/natco_spinach-puree-794g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2500
6647387652168,natco-black-eyed-beans-400g,6647387652168,400g,400,g,/uploads/natco_black-eyed-beans-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2330
6666589044808,natco-pure-sesame-oil-1-litre,GEN_6666589044808_1l,1l,1,l,/uploads/natco_pure-sesame-oil-1-litre.png,A,,sesame,See product packaging for full ingredients list,,India,Default,C2260
6666589044808,natco-pure-sesame-oil-250ml,GEN_6666589044808_250ml,250ml,250,ml,/uploads/natco_pure-sesame-oil-250ml.png,A,,sesame,See product packaging for full ingredients list,,India,Default,C2255
6666589306952,natco-groundnut-oil-1-litre,6666589306952,1 Litre,1,l,/uploads/natco_groundnut-oil-1-litre.png,A,,tree-nuts;peanuts,See product packaging for full ingredients list,,India,Default,C2210
6666589536328,natco-pure-linseed-oil-250ml,6666589536328,250ml,250,ml,/uploads/natco_pure-linseed-oil-250ml.png,A,,,See product packaging for full ingredients list,,India,Default,C2265
6666591010888,natco-castor-oil-250ml,6666591010888,250ml,250,ml,/uploads/natco_castor-oil-250ml.png,A,,,See product packaging for full ingredients list,,India,Default,C2250
6666608541768,natco-almond-oil-500ml,GEN_6666608541768_500ml,500ml,500,ml,/uploads/natco_almond-oil-500ml.png,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,C2282
6666608541768,natco-almond-oil-250ml,GEN_6666608541768_250ml,250ml,250,ml,/uploads/natco_almond-oil-250ml.png,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,C2280
6804638728264,natco-rosemary-jar-40g,6804638728264,40g,40,g,/uploads/natco_rosemary-jar-40g.jpg,A,,,See product packaging for full ingredients list,,India,Default,H5524
6804650754120,natco-demerara-sugar-500g,GEN_6804650754120_500g,500g,500,g,/uploads/natco_demerara-sugar-500g.png,A,,,See product packaging for full ingredients list,,India,Default,R7512
6804650754120,natco-demerara-sugar-15kg,GEN_6804650754120_1.5kg,1.5kg,1.5,kg,/uploads/natco_demerara-sugar-15kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,R7510
6804786282568,natco-whole-birdseye-chilli-jar-40g,GEN_6804786282568_40g,40g,40,g,/uploads/natco_whole-birdseye-chilli-jar-40g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T3151
6804786282568,natco-whole-birdseye-chilli-jar-50g,GEN_6804786282568_50g,50g,50,g,/uploads/natco_whole-birdseye-chilli-jar-50g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T3152
6842634403912,natco-coriander-seeds-jar-60g,GEN_6842634403912_60g,60g,60,g,/uploads/natco_coriander-seeds-jar-60g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T4106
6842634403912,natco-coriander-seeds-jar-65g,GEN_6842634403912_65g,65g,65,g,/uploads/natco_coriander-seeds-jar-65g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T4107
ajwanseeds,natco-ajwan-seeds-300g,GEN_ajwanseeds_300g,300g,300,g,/uploads/natco_ajwan-seeds-jar-100g.jpg,B,,,Ajwan Seeds 300g,,India,Default,S1160
amchoor-powder,natco-amchoor-powder-400g,GEN_amchoor-powder_400g,400g,400,g,/uploads/natco_amchoor-powder-jar-100g.jpg,B,,,Amchoor Powder 400g,,India,Default,S1350
black-pepper-coarse,natco-black-pepper-coarse-300g,GEN_black-pepper-coarse_300g,300g,300,g,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Coarse 300g,,India,Default,S9151
black-pepper-coarse,natco-black-pepper-coarse-1kg,GEN_black-pepper-coarse_1kg,1kg,1,kg,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Coarse 1kg,,India,Default,S9160
black-pepper-coarse,natco-black-pepper-coarse-100g,GEN_black-pepper-coarse_100g,100g,100,g,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Coarse 100g,,India,Default,S9152
black-pepper-ground,natco-black-pepper-ground-400g,GEN_black-pepper-ground_400g,400g,400,g,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Ground 400g,,India,Default,S9350
black-pepper-ground-jar,natco-black-pepper-ground-jar-100g,GEN_black-pepper-ground-jar_100g,100g,100,g,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Ground Jar 100g,,India,Default,T8407
black-pepper-whole,natco-black-pepper-whole-1kg,GEN_black-pepper-whole_1kg,1kg,1,kg,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Whole 1kg,,India,Default,S9250
black-pepper-whole,natco-black-pepper-whole-300g,GEN_black-pepper-whole_300g,300g,300,g,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Whole 300g,,India,Default,S9260
black-pepper-whole-jar,natco-black-pepper-whole-jar-100g,GEN_black-pepper-whole-jar_100g,100g,100,g,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Whole Jar 100g,,India,Default,T8307
brown-chick-peas,natco-brown-chick-peas-2kg,GEN_brown-chick-peas_2kg,2kg,2,kg,/uploads/natco_brown-chick-peas.jpg,B,,,Brown Chick Peas 2kg,,India,Default,L9150
brown-chick-peas,natco-brown-chick-peas-500g,GEN_brown-chick-peas_500g,500g,500,g,/uploads/natco_brown-chick-peas.jpg,B,,,Brown Chick Peas 500g,,India,Default,L9160
cardamom-green-ground,natco-cardamom-green-ground-50g,GEN_cardamom-green-ground_50g,50g,50,g,/uploads/natco_cardamom-green-jar-50g.jpg,B,,,Cardamom Green Ground 50g,,India,Default,S2110
cardamomgreen,natco-cardamom-green-200g,GEN_cardamomgreen_200g,200g,200,g,/uploads/natco_cardamom-green-ground.jpg,B,,,Cardamom Green 200g,,India,Default,S1960
cardamomseeds,natco-cardamom-seeds-100g,GEN_cardamomseeds_100g,100g,100,g,/uploads/natco_cardamomseeds.jpg,B,,,Cardamom Seeds 100g,,India,Default,S2040
cassia,natco-cassia-dalchini-400g,GEN_cassia_400g,400g,400,g,/uploads/natco_cassia-dalchini-jar-50g.jpg,B,,,Cassia (Dalchini) 400g,,India,Default,S3150
chilli-powder,natco-chilli-powder-1kg,GEN_chilli-powder_1kg,1kg,1,kg,/uploads/natco_chilli-powder-hot-jar-100g.jpg,B,,,Chilli Powder 1kg,,India,Default,S2760
chilli-powder,natco-chilli-powder-100g,GEN_chilli-powder_100g,100g,100,g,/uploads/natco_chilli-powder-hot-jar-100g.jpg,B,,,Chilli Powder 100g,,India,Default,S2780
chilli-powder-extra-hot,natco-chilli-powder-extra-hot-400g,GEN_chilli-powder-extra-hot_400g,400g,400,g,/uploads/natco_chilli-powder-hot-jar-100g.jpg,B,,,Chilli Powder Extra Hot 400g,,India,Default,S2745
chilli-powder-kashmiri1,natco-chilli-powder-kashmiri-100g,GEN_chilli-powder-kashmiri1_100g,100g,100,g,/uploads/natco_chilli-powder-hot-jar-100g.jpg,B,,,Chilli Powder Kashmiri 100g,,India,Default,S2720
chilli-powder-kashmiri1,natco-chilli-powder-kashmiri-400g,GEN_chilli-powder-kashmiri1_400g,400g,400,g,/uploads/natco_chilli-powder-hot-jar-100g.jpg,B,,,Chilli Powder Kashmiri 400g,,India,Default,S2715
chilli-whole-birdseye,natco-chilli-whole-birdseye-150g,GEN_chilli-whole-birdseye_150g,150g,150,g,/uploads/natco_chilli-whole-birdseye.jpg,B,,,Chilli Whole Birdseye 150g,,India,Default,S2250
chilli-whole-stemless,natco-chilli-whole-stemless-200g,GEN_chilli-whole-stemless_200g,200g,200,g,/uploads/natco_chilli-whole-stemless.jpg,B,,,Chilli Whole Stemless 200g,,India,Default,S2320
chinese-5-spice,natco-chinese-5-spice-100g,GEN_chinese-5-spice_100g,100g,100,g,/uploads/natco_chinese-5-spice.png,B,,,Chinese 5 Spice 100g,,India,Default,S1610
cinnamon-sticks,natco-cinnamon-sticks-50g,GEN_cinnamon-sticks_50g,50g,50,g,/uploads/natco_cinnamon-sticks.jpg,B,,,Cinnamon Sticks 50g,,India,Default,S3215
cloves,natco-cloves-200g,GEN_cloves_200g,200g,200,g,/uploads/natco_cloves-jar-50g.jpg,B,,,Cloves 200g,,India,Default,S3560
cloves-ground,natco-cloves-ground-50g,GEN_cloves-ground_50g,50g,50,g,/uploads/natco_cloves-ground.jpg,B,,,Cloves Ground 50g,,India,Default,S3605
coriander-ground,natco-coriander-ground-400g,GEN_coriander-ground_400g,400g,400,g,/uploads/natco_coriander-ground-jar-70g.jpg,B,,,Coriander Ground 400g,,India,Default,S4570
coriander-seeds,natco-coriander-seeds-300g,GEN_coriander-seeds_300g,300g,300,g,/uploads/natco_coriander-seeds-jar-60g.jpg,B,,,Coriander Seeds 300g,,India,Default,S4160
crushed-chilli,natco-chilli-crushed-300g,GEN_crushed-chilli_300g,300g,300,g,/uploads/natco_chilli-crushed-jar-80g.jpg,B,,,Chilli Crushed 300g,,India,Default,S2550
cumin-ground-jars,natco-cumin-ground-jar-70g,GEN_cumin-ground-jars_70g,70g,70,g,/uploads/natco_cumin-ground-jars.jpg,B,,,Cumin Ground Jar 70g,,India,Default,T4756
cumin-ground1,natco-cumin-ground-100g,GEN_cumin-ground1_100g,100g,100,g,/uploads/natco_cumin-ground-jars.jpg,B,,,Cumin Ground 100g,,India,Default,S5580
cumin-ground1,natco-cumin-ground-400g,GEN_cumin-ground1_400g,400g,400,g,/uploads/natco_cumin-ground-jars.jpg,B,,,Cumin Ground 400g,,India,Default,S5570
cumin-seeds,natco-cumin-seeds-400g,GEN_cumin-seeds_400g,400g,400,g,/uploads/natco_cumin-seeds-black.jpg,B,,,Cumin Seeds 400g,,India,Default,S5260
cumin-seeds-black,natco-cumin-seeds-black-100g,GEN_cumin-seeds-black_100g,100g,100,g,/uploads/natco_cumin-seeds-black.jpg,B,,,Cumin Seeds Black 100g,,India,Default,S5160
cumin-seeds-jar,natco-cumin-seeds-jar-100g,GEN_cumin-seeds-jar_100g,100g,100,g,/uploads/natco_cumin-seeds-black.jpg,B,,,Cumin Seeds Jar 100g,,India,Default,T4507
curry-powder,natco-curry-powder-400g,GEN_curry-powder_400g,400g,400,g,/uploads/natco_curry-powder-hot.png,B,,,Curry Powder 400g,,India,Default,S6370
curry-powder-hot,natco-curry-powder-hot-400g,GEN_curry-powder-hot_400g,400g,400,g,/uploads/natco_curry-powder-hot.png,B,,,Curry Powder Hot 400g,,India,Default,S6150
curry-powder-hot,natco-curry-powder-hot-100g,GEN_curry-powder-hot_100g,100g,100,g,/uploads/natco_curry-powder-hot.png,B,,,Curry Powder Hot 100g,,India,Default,S6160
curry-powder-medium-jar,natco-curry-powder-medium-jar-100g,GEN_curry-powder-medium-jar_100g,100g,100,g,/uploads/natco_curry-powder-medium-jar.jpg,B,,,Curry Powder Medium Jar 100g,,India,Default,T5407
curryleaves,natco-curry-leaves-100g,GEN_curryleaves_100g,100g,100,g,/uploads/natco_curryleaves.jpg,B,,,Curry Leaves 100g,,India,Default,S6430
fennel-seeds,natco-fennel-seeds-400g,GEN_fennel-seeds_400g,400g,400,g,/uploads/natco_fennel-seeds-jar.jpg,B,,,Fennel Seeds 400g,,India,Default,S7160
fennel-seeds-jar,natco-fennel-seeds-jar-100g,GEN_fennel-seeds-jar_100g,100g,100,g,/uploads/natco_fennel-seeds-jar.jpg,B,,,Fennel Seeds Jar 100g,,India,Default,T5807
garlic-flakes,natco-garlic-flakes-100g,GEN_garlic-flakes_100g,100g,100,g,/uploads/natco_garlic-flakes.jpg,B,,,Garlic Flakes 100g,,India,Default,S7385
garlic-powder,natco-garlic-powder-100g,GEN_garlic-powder_100g,100g,100,g,/uploads/natco_garlic-powder-jar.jpg,B,,,Garlic Powder 100g,,India,Default,S7360
garlic-powder-jar,natco-garlic-powder-jar-100g,GEN_garlic-powder-jar_100g,100g,100,g,/uploads/natco_garlic-powder-jar.jpg,B,,,Garlic Powder Jar 100g,,India,Default,T6352
ginger-powder,natco-ginger-powder-100g,GEN_ginger-powder_100g,100g,100,g,/uploads/natco_ginger-powder.jpg,B,,,Ginger Powder 100g,,India,Default,S7560
ground-ginger-jar,natco-ground-ginger-jar-70g,GEN_ground-ginger-jar_70g,70g,70,g,/uploads/natco_ground-ginger-jar.jpg,B,,,Ground Ginger Jar 70g,,India,Default,T6509
kalanamak,natco-kala-namak-300g,GEN_kalanamak_300g,300g,300,g,/uploads/natco_kalanamak.jpg,B,,,Kala Namak 300g,,India,Default,S7680
kalanamak,natco-kala-namak-100g,GEN_kalanamak_100g,100g,100,g,/uploads/natco_kalanamak.jpg,B,,,Kala Namak 100g,,India,Default,S7690
mace-ground,natco-mace-ground-50g,GEN_mace-ground_50g,50g,50,g,/uploads/natco_mace-ground.jpg,B,,,Mace Ground 50g,,India,Default,S7815
methi-leaves-jar,natco-methi-leaves-jar-10g,GEN_methi-leaves-jar_10g,10g,10,g,/uploads/natco_kasuri-methi-leaves-100g.jpg,B,,,Methi Leaves Jar 10g,,India,Default,T7552
methi-seeds,natco-methi-seeds-fenugreek-400g,GEN_methi-seeds_400g,400g,400,g,/uploads/natco_methi-seeds-jar.jpg,B,,,Methi Seeds Fenugreek 400g,,India,Default,S8160
