product_handle,variant_sku,variant_barcode,variant_title,weight_value,weight_unit,thumbnail_url,velocity,tags,allergens,ingredients,storage,country_of_origin,variant_title_raw,variant_sku_raw,sourcing_depot
4567663214664,natco-pistachio-kernels-250g,GEN_4567663214664_250g,250g,250,g,/uploads/natco_pistachio-kernels-250g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N5260,depot_b
4567663214664,natco-pistachio-kernels-100g,GEN_4567663214664_100g,100g,100,g,/uploads/natco_pistachio-kernels-100g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N5270,depot_b
4567663378504,natco-roasted-salted-pistachio-nuts-1kg,GEN_4567663378504_1kg,1kg,1,kg,/uploads/natco_roasted-amp-salted-pistachio-nuts-1kg.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N5150,depot_b
4567663378504,natco-roasted-salted-pistachio-nuts-300g,GEN_4567663378504_300g,300g,300,g,/uploads/natco_roasted-amp-salted-pistachio-nuts-300g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N5160,depot_b
4567663378504,natco-roasted-salted-pistachio-nuts-100g,GEN_4567663378504_100g,100g,100,g,/uploads/natco_roasted-amp-salted-pistachio-nuts-100g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N5170,depot_b
4567663411272,natco-roasted-monkey-nuts-300g,4567663411272,300g,300,g,/uploads/natco_roasted-monkey-nuts-300g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N4317,depot_b
4567663575112,natco-peanuts-red-1kg,GEN_4567663575112_1kg,1kg,1,kg,/uploads/natco_peanuts-red-1kg.jpg,A,,tree-nuts;peanuts,See product packaging for full ingredients list,,India,Default,N4150,depot_b
4567663575112,natco-peanuts-red-400g,GEN_4567663575112_400g,400g,400,g,/uploads/natco_peanuts-red-400g.jpg,A,,tree-nuts;peanuts,See product packaging for full ingredients list,,India,Default,N4160,depot_b
4567663607880,natco-coconut-halves-250g,4567663607880,250g,250,g,/uploads/natco_coconut-halves-250g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N3715,depot_b
4567663673416,natco-coconut-flakes-200g,4567663673416,200g,200,g,/uploads/natco_coconut-flakes-200g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N3675,depot_b
4567663804488,natco-coconut-milk-powder-300g,4567663804488,300g,300,g,/uploads/natco_coconut-milk-powder-300g.jpg,A,,milk;tree-nuts,See product packaging for full ingredients list,,India,Default,N3510,depot_b
4567663837256,natco-coconut-desiccated-fine-300g,4567663837256,300g,300,g,/uploads/natco_coconut-desiccated-fine-300g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N3360,depot_b
4567663870024,natco-coconut-desicated-medium-1kg,4567663870024,1kg,1,kg,/uploads/natco_coconut-desicated-medium-1kg.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N3250,depot_b
4567664558152,natco-cashew-roasted-salted-250g,4567664558152,250g,250,g,/uploads/natco_cashew-roasted-salted-250g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N2615,depot_b
4567664590920,natco-cashew-large-white-pieces-750g,4567664590920,750g,750,g,/uploads/natco_cashew-large-white-pieces-750g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N2415,depot_b
4567664656456,natco-cashew-split-1kg,4567664656456,1kg,1,kg,/uploads/natco_cashew-split-1kg.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N2350,depot_b
4567664689224,natco-cashew-kernel-300g,GEN_4567664689224_300g,300g,300,g,/uploads/natco_cashew-kernel-300g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N2260,depot_b
4567664689224,natco-cashew-kernel-1kg,GEN_4567664689224_1kg,1kg,1,kg,/uploads/natco_cashew-kernel-1kg.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N2250,depot_b
4567664787528,natco-walnut-halves-700g,GEN_4567664787528_700g,700g,700,g,/uploads/natco_walnut-halves-700g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N1610,depot_b
4567664787528,natco-walnut-halves-200g,GEN_4567664787528_200g,200g,200,g,/uploads/natco_walnut-halves-200g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N1620,depot_b
4567664820296,natco-pecans-200g,4567664820296,200g,200,g,/uploads/natco_pecans-200g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N1550,depot_b
4567664885832,natco-almond-blanched-whole-250g,4567664885832,250g,250,g,/uploads/natco_almond-blanched-whole-250g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N1420,depot_b
4567664918600,natco-blanched-almond-whole-700g,4567664918600,700g,700,g,/uploads/natco_blanched-almond-whole-700g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N1410,depot_b
4567664984136,natco-almond-flakes-1kg,GEN_4567664984136_1kg,1kg,1,kg,/uploads/natco_almond-flakes-1kg.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N1350,depot_b
4567664984136,natco-almond-flakes-300g,GEN_4567664984136_300g,300g,300,g,/uploads/natco_almond-flakes-300g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N1360,depot_b
4567665016904,natco-almonds-ground-300g,4567665016904,300g,300,g,/uploads/natco_almonds-ground-300g.png,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N1260,depot_b
4567665115208,natco-almonds-1kg,GEN_4567665115208_1kg,1kg,1,kg,/uploads/natco_almonds-1kg.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N1140,depot_b
4567665115208,natco-almonds-400g,GEN_4567665115208_400g,400g,400,g,/uploads/natco_almonds-400g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N1160,depot_b
4567665147976,natco-pavbhaji-masala-mangal-100g,4567665147976,100g,100,g,/uploads/natco_pavbhaji-masala-mangal-100g.jpg,A,,,See product packaging for full ingredients list,,India,Default,M2400,depot_b
4567665180744,natco-biryani-masala-mangal-50g,4567665180744,50g,50,g,/uploads/natco_biryani-masala-mangal-50g.jpg,A,,,See product packaging for full ingredients list,,India,Default,M1550,depot_b
4567665213512,natco-chicken-masala-mangal-100g,4567665213512,100g,100,g,/uploads/natco_chicken-masala-mangal-100g.jpg,A,,,See product packaging for full ingredients list,,India,Default,M1520,depot_b
4567665279048,natco-sambhar-masala-mangal-100g,4567665279048,100g,100,g,/uploads/natco_sambhar-masala-mangal-100g.jpg,A,,,See product packaging for full ingredients list,,India,Default,M1450,depot_b
4567665344584,natco-pickle-masala-mangal-125g,4567665344584,125g,125,g,/uploads/natco_pickle-masala-mangal-125g.png,A,,,See product packaging for full ingredients list,,India,Default,M1411,depot_b
4567665377352,natco-meat-masala-mangal-100g,4567665377352,100g,100,g,/uploads/natco_meat-masala-mangal-100g.jpg,A,,,See product packaging for full ingredients list,,India,Default,M1360,depot_b
4567665442888,natco-chat-masala-mangal-100g,4567665442888,100g,100,g,/uploads/natco_chat-masala-mangal-100g.jpg,A,,,See product packaging for full ingredients list,,India,Default,M1210,depot_b
4567665475656,natco-chana-masala-mangal-100g,4567665475656,100g,100,g,/uploads/natco_chana-masala-mangal-100g.png,A,,,See product packaging for full ingredients list,,India,Default,M1100,depot_b
4567665508424,natco-anardana-powder-mangal-100g,4567665508424,100g,100,g,/uploads/natco_anardana-powder-mangal-100g.jpg,A,,,See product packaging for full ingredients list,,India,Default,M1000,depot_b
4567665573960,natco-soya-beans-2kg,GEN_4567665573960_2kg,2kg,2,kg,/uploads/natco_soya-beans-2kg.jpg,A,,soya,See product packaging for full ingredients list,,India,Default,L9550,depot_b
4567665573960,natco-soya-beans-500g,GEN_4567665573960_500g,500g,500,g,/uploads/natco_soya-beans-500g.jpg,A,,soya,See product packaging for full ingredients list,,India,Default,L9560,depot_b
4567666524232,natco-red-lentils-polished-2kg,GEN_4567666524232_2kg,2kg,2,kg,/uploads/natco_red-lentils-polished-2kg.jpg,A,,sesame,See product packaging for full ingredients list,,India,Default,L6150,depot_b
4567666524232,natco-red-lentils-polished-1kg,GEN_4567666524232_1kg,1kg,1,kg,/uploads/natco_red-lentils-polished-2kg.jpg,B,,sesame,Red Lentils Polished 1kg,,India,Default,L6148,depot_b
4567666917448,natco-mung-dal-yellow-1kg,GEN_4567666917448_1kg,1kg,1,kg,/uploads/natco_mung-dal-yellow-1kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L4368,depot_b
4567666917448,natco-mung-dal-yellow-2kg,GEN_4567666917448_2kg,2kg,2,kg,/uploads/natco_mung-dal-yellow-1kg.jpg,B,,,Mung Dal Yellow 2kg,,India,Default,L4370,depot_b
4567666982984,natco-mung-split-2kg,GEN_4567666982984_2kg,2kg,2,kg,/uploads/natco_mung-split-2kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L4250,depot_b
4567666982984,natco-mung-split-500g,GEN_4567666982984_500g,500g,500,g,/uploads/natco_mung-split-500g.jpg,A,,,See product packaging for full ingredients list,,India,Default,L4260,depot_b
4567667081288,natco-mung-beans-1kg,GEN_4567667081288_1kg,1kg,1,kg,/uploads/natco_mung-beans-1kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L4157,depot_b
4567667081288,natco-mung-beans-2kg,GEN_4567667081288_2kg,2kg,2,kg,/uploads/natco_mung-beans-2kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L4160,depot_b
4567667212360,natco-green-lentils-1kg,GEN_4567667212360_1kg,1kg,1,kg,/uploads/natco_green-lentils-1kg.jpg,A,,sesame,See product packaging for full ingredients list,,India,Default,L3548,depot_b
4567667212360,natco-green-lentils-2kg,GEN_4567667212360_2kg,2kg,2,kg,/uploads/natco_green-lentils-2kg.jpg,A,,sesame,See product packaging for full ingredients list,,India,Default,L3550,depot_b
4567667310664,natco-chanadal-polished-2kg,GEN_4567667310664_2kg,2kg,2,kg,/uploads/natco_chanadal-polished-2kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L2160,depot_b
4567667310664,natco-chanadal-polished-1kg,GEN_4567667310664_1kg,1kg,1,kg,/uploads/natco_chanadal-polished-1kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L2178,depot_b
4567667376200,natco-brown-lentils-2kg,GEN_4567667376200_2kg,2kg,2,kg,/uploads/natco_brown-lentils-2kg.png,A,,sesame,See product packaging for full ingredients list,,India,Default,L1550,depot_b
4567667376200,natco-brown-lentils-500g,GEN_4567667376200_500g,500g,500,g,/uploads/natco_brown-lentils-500g.jpg,A,,sesame,See product packaging for full ingredients list,,India,Default,L1560,depot_b
4567667474504,natco-butter-beans-2kg,GEN_4567667474504_2kg,2kg,2,kg,/uploads/natco_butter-beans-2kg.png,A,,milk,See product packaging for full ingredients list,,India,Default,L1350,depot_b
4567667474504,natco-butter-beans-500g,GEN_4567667474504_500g,500g,500,g,/uploads/natco_butter-beans-500g.png,A,,milk,See product packaging for full ingredients list,,India,Default,L1360,depot_b
4567667572808,natco-black-eye-beans-2kg,GEN_4567667572808_2kg,2kg,2,kg,/uploads/natco_black-eye-beans-2kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L1150,depot_b
4567667572808,natco-black-eye-beans-500g,GEN_4567667572808_500g,500g,500,g,/uploads/natco_black-eye-beans-500g.png,A,,,See product packaging for full ingredients list,,India,Default,L1160,depot_b
4567667638344,natco-alubia-beans-2kg,GEN_4567667638344_2kg,2kg,2,kg,/uploads/natco_alubia-beans-2kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L1010,depot_b
4567667638344,natco-alubia-beans-500g,GEN_4567667638344_500g,500g,500,g,/uploads/natco_alubia-beans-500g.jpg,A,,,See product packaging for full ingredients list,,India,Default,L1020,depot_b
4567667671112,natco-coconut-water-330ml,GEN_4567667671112_330ml,330ml,330,ml,/uploads/natco_coconut-water-330ml.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,J3172,depot_b
4567667671112,natco-coconut-water-1l,GEN_4567667671112_1l,1l,1,l,/uploads/natco_coconut-water-1l.png,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,J3170,depot_b
4567667769416,natco-rose-syrup-725ml,4567667769416,725ml,725,ml,/uploads/natco_rose-syrup-725ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,J3003,depot_b
4567667834952,natco-dried-tarragon-25g,4567667834952,25g,25,g,/uploads/natco_dried-tarragon-25g.jpg,A,,,See product packaging for full ingredients list,,India,Default,H6522,depot_b
4567667867720,natco-sage-jar-25g,4567667867720,25g,25,g,/uploads/natco_sage-jar-25g.jpg,A,,,See product packaging for full ingredients list,,India,Default,H6022,depot_b
4567667933256,natco-parsley-jar-25g,4567667933256,25g,25,g,/uploads/natco_parsley-jar-25g.jpg,A,,,See product packaging for full ingredients list,,India,Default,H5022,depot_b
4567667966024,natco-oregano-jar-25g,4567667966024,25g,25,g,/uploads/natco_oregano-jar-25g.jpg,A,,,See product packaging for full ingredients list,,India,Default,H4522,depot_b
4567668064328,natco-mixed-herbs-jar-25g,4567668064328,25g,25,g,/uploads/natco_mixed-herbs-jar-25g.jpg,A,,,See product packaging for full ingredients list,,India,Default,H3722,depot_b
4567668097096,natco-mint-jar-30g,4567668097096,30g,30,g,/uploads/natco_mint-jar-30g.jpg,A,,,See product packaging for full ingredients list,,India,Default,H3626,depot_b
4567668162632,natco-marjoram-jar-20g,4567668162632,20g,20,g,/uploads/natco_marjoram-jar-20g.jpg,A,,,See product packaging for full ingredients list,,India,Default,H3524,depot_b
4567668195400,natco-coriander-leaves-jar-25g,4567668195400,25g,25,g,/uploads/natco_coriander-leaves-jar-25g.jpg,A,,,See product packaging for full ingredients list,,India,Default,H2122,depot_b
4567668260936,natco-basil-jar-25g,4567668260936,25g,25,g,/uploads/natco_basil-jar-25g.jpg,A,,,See product packaging for full ingredients list,,India,Default,H1022,depot_b
4567668326472,natco-milk-powder-750g,GEN_4567668326472_750g,750g,750,g,/uploads/natco_milk-powder-750g.jpg,A,,milk,See product packaging for full ingredients list,,India,Default,G1050,depot_b
4567668326472,natco-milk-powder-300g,GEN_4567668326472_300g,300g,300,g,/uploads/natco_milk-powder-300g.png,A,,milk,See product packaging for full ingredients list,,India,Default,G1060,depot_b
4567668523080,natco-ragi-flour-900g,4567668523080,900g,900,g,/uploads/natco_ragi-flour-900g.jpg,A,,,See product packaging for full ingredients list,,India,Default,F7120,depot_b
4567668555848,natco-millet-bajri-flour-900g,4567668555848,900g,900,g,/uploads/natco_millet-bajri-flour-900g.jpg,A,,,See product packaging for full ingredients list,,India,Default,F7115,depot_b
4567668588616,natco-couscous-500g,4567668588616,500g,500,g,/uploads/natco_couscous-500g.jpg,A,,,See product packaging for full ingredients list,,India,Default,F7110,depot_b
4567668621384,natco-semolina-extra-coarse-15kg,4567668621384,1.5kg,1.5,kg,/uploads/natco_semolina-extra-coarse-15kg.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F6350,depot_b
4567668719688,natco-semolina-coarse-15kg,GEN_4567668719688_1.5kg,1.5kg,1.5,kg,/uploads/natco_semolina-coarse-15kg.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F6250,depot_b
4567668719688,natco-semolina-coarse-500g,GEN_4567668719688_500g,500g,500,g,/uploads/natco_semolina-coarse-500g.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F6260,depot_b
4567668817992,natco-semolina-fine-15kg,GEN_4567668817992_1.5kg,1.5kg,1.5,kg,/uploads/natco_semolina-fine-15kg.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F6150,depot_b
4567668817992,natco-semolina-fine-500g,GEN_4567668817992_500g,500g,500,g,/uploads/natco_semolina-fine-500g.png,A,,gluten,See product packaging for full ingredients list,,India,Default,F6160,depot_b
4567668850760,natco-rice-flour-500g,4567668850760,500g,500,g,/uploads/natco_rice-flour-500g.jpg,A,,,See product packaging for full ingredients list,,India,Default,F5160,depot_b
4567668981832,natco-ground-rice-15kg,GEN_4567668981832_1.5kg,1.5kg,1.5,kg,/uploads/natco_ground-rice-15kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,F4150,depot_b
4567668981832,natco-ground-rice-500g,GEN_4567668981832_500g,500g,500,g,/uploads/natco_ground-rice-500g.png,A,,,See product packaging for full ingredients list,,India,Default,F4160,depot_b
4567669047368,natco-gram-flour-papa-brand-2kg,4567669047368,2kg,2,kg,/uploads/natco_gram-flour-papa-brand-2kg.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F3353,depot_b
4567669309512,natco-gram-flour-superfine-2kg,GEN_4567669309512_2kg,2kg,2,kg,/uploads/natco_gram-flour-superfine-2kg.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F3253,depot_b
4567669309512,natco-gram-flour-superfine-1kg,GEN_4567669309512_1kg,1kg,1,kg,/uploads/natco_gram-flour-superfine-1kg.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F3263,depot_b
4567669309512,natco-gram-flour-superfine-500g,GEN_4567669309512_500g,500g,500,g,/uploads/natco_gram-flour-superfine-500g.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F3273,depot_b
4567669342280,natco-white-maize-meal-15kg,4567669342280,1.5kg,1.5,kg,/uploads/natco_white-maize-meal-15kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,F2320,depot_b
4567669506120,natco-cornmeal-medium-15kg,GEN_4567669506120_1.5kg,1.5kg,1.5,kg,/uploads/natco_cornmeal-medium-15kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,F2250,depot_b
4567669506120,natco-cornmeal-medium-500g,GEN_4567669506120_500g,500g,500,g,/uploads/natco_cornmeal-medium-500g.jpg,A,,,See product packaging for full ingredients list,,India,Default,F2260,depot_b
4567669604424,natco-cornmeal-fine-15kg,GEN_4567669604424_1.5kg,1.5kg,1.5,kg,/uploads/natco_cornmeal-fine-15kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,F2150,depot_b
4567669604424,natco-cornmeal-fine-500g,GEN_4567669604424_500g,500g,500,g,/uploads/natco_cornmeal-fine-500g.png,A,,,See product packaging for full ingredients list,,India,Default,F2160,depot_b
4567669735496,natco-chakki-atta-multigrain-5kg,4567669735496,5kg,5,kg,/uploads/natco_chakki-atta-multigrain-5kg.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F1626,depot_b
4567669833800,natco-chapati-flour-medium-15kg,4567669833800,1.5kg,1.5,kg,/uploads/natco_chapati-flour-medium-15kg.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F1250,depot_b
4567669866568,natco-chapati-flour-white-15kg,4567669866568,1.5kg,1.5,kg,/uploads/natco_chapati-flour-white-15kg.jpg,A,,gluten,See product packaging for full ingredients list,,India,Default,F1150,depot_b
4567669932104,natco-golden-raisins-1kg,GEN_4567669932104_1kg,1kg,1,kg,/uploads/natco_golden-raisins-1kg.jpg,A,,mustard,See product packaging for full ingredients list,,India,Default,D4150,depot_b
4567669932104,natco-golden-raisins-100g,GEN_4567669932104_100g,100g,100,g,/uploads/natco_golden-raisins-100g.jpg,A,,mustard,See product packaging for full ingredients list,,India,Default,D4170,depot_b
4567670030408,natco-toovar-400g,4567670030408,400g,400,g,/uploads/natco_toovar-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C7110,depot_b
4567670095944,natco-suran-yam-400g,4567670095944,400g,400,g,/uploads/natco_suran-yam-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C7100,depot_b
4567670161480,natco-punjabi-tinda-full-case-12x400g-400g,4567670161480,400g,400,g,/uploads/natco_punjabi-tinda-full-case-12x400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C7090,depot_b
4567670423624,natco-okra-full-case-12x400g-400g,4567670423624,400g,400,g,/uploads/natco_okra-full-case-12x400g.png,A,,,See product packaging for full ingredients list,,India,Default,C7060,depot_b
4567670521928,natco-lotus-root-400g,4567670521928,400g,400,g,/uploads/natco_lotus-root-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C7050,depot_b
4567670620232,natco-karela-400g,4567670620232,400g,400,g,/uploads/natco_karela-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C7040,depot_b
4567670816840,natco-sarson-ka-saag-450g,4567670816840,450g,450,g,/uploads/natco_sarson-ka-saag-450g.jpg,A,,mustard,See product packaging for full ingredients list,,India,Default,C6000,depot_b
4567670915144,natco-patra-400g,4567670915144,400g,400,g,/uploads/natco_patra-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C5110,depot_b
4567670980680,natco-tomatoes-chopped-full-case-12x400g-400g,4567670980680,400g,400,g,/uploads/natco_tomatoes-chopped-full-case-12x400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2860,depot_b
4567671144520,natco-tomatoes-peeled-400g,4567671144520,400g,400,g,/uploads/natco_tomatoes-peeled-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2820,depot_b
4567671210056,natco-tomato-paste-800g,4567671210056,800g,800,g,/uploads/natco_tomato-paste-800g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2675,depot_b
4567671406664,natco-spinach-leaf-396g,4567671406664,396g,396,g,/uploads/natco_spinach-leaf-396g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2410,depot_b
4567671504968,natco-rose-coco-borlotti-beans-400g,GEN_4567671504968_400g,400g,400,g,/uploads/natco_rose-coco-borlotti-beans-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2310,depot_b
4567671504968,natco-rose-coco-borlotti-beans-2kg,GEN_4567671504968_2kg,2kg,2,kg,/uploads/natco_rose-coco-borlotti-beans-400g.jpg,B,,,Rose Coco (Borlotti) Beans 2kg,,India,Default,L6350,depot_b
4567671504968,natco-rose-coco-borlotti-beans-500g,GEN_4567671504968_500g,500g,500,g,/uploads/natco_rose-coco-borlotti-beans-400g.jpg,B,,,Rose Coco (Borlotti) Beans 500g,,India,Default,L6360,depot_b
4567671832648,natco-coconut-oil-parachute-brand-500ml,4567671832648,500ml,500,ml,/uploads/natco_coconut-oil-parachute-brand-500ml.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,C2170,depot_b
4567671865416,natco-olive-oil-extra-virgin-500ml,4567671865416,500ml,500,ml,/uploads/natco_olive-oil-extra-virgin-500ml.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2117,depot_b
4567671930952,natco-mango-pulp-kesar-850g,4567671930952,850g,850,g,/uploads/natco_mango-pulp-kesar-850g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C1815,depot_b
4567671963720,natco-mango-slices-alphonso-425g,4567671963720,425g,425,g,/uploads/natco_mango-slices-alphonso-425g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C1750,depot_b
4567671996488,natco-mango-pulp-alphonso-450g,4567671996488,450g,450,g,/uploads/natco_mango-pulp-alphonso-450g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C1730,depot_b
4567672029256,natco-ghee-pure-butter-1kg,4567672029256,1kg,1,kg,/uploads/natco_ghee-pure-butter-1kg.jpg,A,,milk,See product packaging for full ingredients list,,India,Default,C1510,depot_b
4567672127560,natco-ghee-pure-plough-brand-500g,4567672127560,500g,500,g,/uploads/natco_ghee-pure-plough-brand-500g.jpg,A,,milk,See product packaging for full ingredients list,,India,Default,C1435,depot_b
4567672193096,natco-kala-chana-boiled-400g,4567672193096,400g,400,g,/uploads/natco_kala-chana-boiled-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C1130,depot_b
4567672488008,natco-coconut-cream-400ml,4567672488008,400ml,400,ml,/uploads/natco_coconut-cream-400ml.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,C1025,depot_b
4567672553544,natco-coconut-milk-light-400ml,4567672553544,400ml,400,ml,/uploads/natco_coconut-milk-light-400ml.jpg,A,,milk;tree-nuts,See product packaging for full ingredients list,,India,Default,C1020,depot_b
4567672619080,natco-coconut-milk-400ml,4567672619080,400ml,400,ml,/uploads/natco_coconut-milk-400ml.jpg,A,,milk;tree-nuts,See product packaging for full ingredients list,,India,Default,C1015,depot_b
4567672651848,natco-coriander-mint-sauce-340g,4567672651848,340g,340,g,/uploads/natco_coriander-mint-sauce-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2285,depot_b
4567672717384,natco-tamarind-date-sauce-340g,4567672717384,340g,340,g,/uploads/natco_tamarind-amp-date-sauce-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2280,depot_b
4567672750152,natco-garlic-chilli-sauce-340g,4567672750152,340g,340,g,/uploads/natco_garlic-amp-chilli-sauce-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2270,depot_b
4567672815688,natco-chilli-sauce-hot-310g,4567672815688,310g,310,g,/uploads/natco_chilli-sauce-hot-310g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2265,depot_b
4567672848456,natco-tamarind-sauce-340g,4567672848456,340g,340,g,/uploads/natco_tamarind-sauce-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2260,depot_b
4567672881224,natco-bombay-sandwich-spread-280g,4567672881224,280g,280,g,/uploads/natco_bombay-sandwich-spread-280g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2201,depot_b
4567672913992,natco-garlic-ginger-paste-190g,4567672913992,190g,190,g,/uploads/natco_garlic-amp-ginger-paste-190g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2090,depot_b
4567672946760,natco-ginger-paste-190g,4567672946760,190g,190,g,/uploads/natco_ginger-paste-190g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2085,depot_b
4567672979528,natco-garlic-paste-190g,4567672979528,190g,190,g,/uploads/natco_garlic-paste-190g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2080,depot_b
4567673012296,natco-garlic-pickle-300g,4567673012296,300g,300,g,/uploads/natco_garlic-pickle-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2070,depot_b
4567673045064,natco-mango-chutney-sweet-340g,4567673045064,340g,340,g,/uploads/natco_mango-chutney-sweet-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2065,depot_b
4567673077832,natco-mango-chutney-spicy-340g,4567673077832,340g,340,g,/uploads/natco_mango-chutney-spicy-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2060,depot_b
4567673143368,natco-thecha-chilli-paste-300g,4567673143368,300g,300,g,/uploads/natco_thecha-chilli-paste-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2050,depot_b
4567673208904,natco-brinjal-chutney-sweet-300g,4567673208904,300g,300,g,/uploads/natco_brinjal-chutney-sweet-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2035,depot_b
4567673241672,natco-chundo-chutney-sweet-340g,4567673241672,340g,340,g,/uploads/natco_chundo-chutney-sweet-340g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2030,depot_b
4567673274440,natco-gorkeri-chutney-sweet-300g,4567673274440,300g,300,g,/uploads/natco_gorkeri-chutney-sweet-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2025,depot_b
4567673405512,natco-lime-pickle-hot-300g,4567673405512,300g,300,g,/uploads/natco_lime-pickle-hot-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2015,depot_b
4567673438280,natco-mixed-pickle-300g,4567673438280,300g,300,g,/uploads/natco_mixed-pickle-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2010,depot_b
4567673602120,natco-chilli-pickle-hot-300g,4567673602120,300g,300,g,/uploads/natco_chilli-pickle-hot-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2005,depot_b
