product_handle,variant_sku,variant_barcode,variant_title,weight_value,weight_unit,thumbnail_url,velocity,tags,allergens,ingredients,storage,country_of_origin,variant_title_raw,variant_sku_raw,sourcing_depot
4567673667656,natco-mango-pickle-hot-300g,4567673667656,300g,300,g,/uploads/natco_mango-pickle-hot-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,A2000,depot_b
4583223066696,natco-chick-peas-25kg,GEN_4583223066696_2.5kg,2.5kg,2.5,kg,/uploads/natco_chick-peas-25kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,C1100,depot_b
4583223066696,natco-chick-peas-2kg,GEN_4583223066696_2kg,2kg,2,kg,/uploads/natco_chick-peas-2kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L3160,depot_b
4583223165000,natco-chick-peas-full-case-12x400g-400g,4583223165000,400g,400,g,/uploads/natco_chick-peas-full-case-12x400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C1110,depot_b
4583223263304,natco-pomace-olive-oil-5-litre,GEN_4583223263304_5l,5l,5,l,/uploads/natco_pomace-olive-oil-5-litre.png,A,,,See product packaging for full ingredients list,,India,Default,C2105,depot_b
4583223263304,natco-pomace-olive-oil-1-litre,GEN_4583223263304_1l,1l,1,l,/uploads/natco_pomace-olive-oil-1-litre.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2115,depot_b
4583223296072,natco-pomace-olive-oil-blenditres,4583223296072,,,,/uploads/natco_pomace-olive-oil-blend-3-litres.png,A,,,See product packaging for full ingredients list,,India,Default,C2110,depot_b
4583223361608,natco-red-kidney-beans-boiled-full-case-12x400g-400g,4583223361608,400g,400,g,/uploads/natco_red-kidney-beans-boiled-full-case-12x400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2300,depot_b
4583223394376,natco-red-kidney-beans-25kg,GEN_4583223394376_2.5kg,2.5kg,2.5,kg,/uploads/natco_red-kidney-beans-25kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2305,depot_b
4583223394376,natco-red-kidney-beans-1kg,GEN_4583223394376_1kg,1kg,1,kg,/uploads/natco_red-kidney-beans-1kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L5748,depot_b
4583223394376,natco-red-kidney-beans-2kg,GEN_4583223394376_2kg,2kg,2,kg,/uploads/natco_red-kidney-beans-2kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L5750,depot_b
4583223754824,natco-chick-peas-full-case-4x1kg-1kg,4583223754824,1kg,1,kg,/uploads/natco_chick-peas-full-case-4x1kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,L3158,depot_b
4583223853128,natco-coconut-flour-200g,GEN_4583223853128_200g,200g,200,g,/uploads/natco_coconut-flour-200g.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N3455,depot_b
4583223853128,natco-coconut-flour-1kg,GEN_4583223853128_1kg,1kg,1,kg,/uploads/natco_coconut-flour-1kg.jpg,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N3450,depot_b
4583224016968,natco-all-purpose-seasoning-100g,GEN_4583224016968_100g,100g,100,g,/uploads/natco_all-purpose-seasoning-100g.png,A,,,See product packaging for full ingredients list,,India,Default,S1420,depot_b
4583224016968,natco-all-purpose-seasoning-400g,GEN_4583224016968_400g,400g,400,g,/uploads/natco_all-purpose-seasoning-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,S1410,depot_b
4641502855240,natco-pine-nuts-75g,4641502855240,75g,75,g,/uploads/natco_pine-nuts-75g.png,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,N1705,depot_b
4641506558024,natco-mamra-basmati-908g,GEN_4641506558024_908g,908g,908,g,/uploads/natco_mamra-basmati-908g.jpg,A,,,See product packaging for full ingredients list,,India,Default,R6910,depot_b
4641506558024,natco-mamra-basmati-200g,GEN_4641506558024_200g,200g,200,g,/uploads/natco_mamra-basmati-200g.jpg,A,,,See product packaging for full ingredients list,,India,Default,R6960,depot_b
5864191590472,natco-big-d-salted-peanuts-24x50g-50g,5864191590472,50g,50,g,/uploads/natco_big-d-salted-peanuts-24x50g.png,A,,tree-nuts;peanuts,See product packaging for full ingredients list,,India,Default,TRI06301,depot_b
5864194801736,natco-big-d-honey-roast-peanuts-12x50g-packs-on-a-pub-card-12x50g,5864194801736,12x50g,,,/uploads/natco_big-d-honey-roast-peanuts-12x50g-packs-on-a-pub-card.jpg,A,,tree-nuts;peanuts,See product packaging for full ingredients list,,India,Default,TRI06380,depot_b
6535757660232,natco-bhel-puri-kit-500g,6535757660232,500g,500,g,/uploads/natco_bhel-puri-kit-500g.jpg,A,,gluten;peanuts,See product packaging for full ingredients list,,India,Default,C7510,depot_b
6562924986440,natco-big-d-salted-cashews-12x30g-cards-12x30g,6562924986440,12x30g,,,/uploads/natco_big-d-salted-cashews-12x30g-cards.png,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,TRI06352,depot_b
6579342409800,natco-white-kidney-beans-400g,6579342409800,400g,400,g,/uploads/natco_white-kidney-beans-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2350,depot_b
6617796804680,natco-spinach-puree-395g,GEN_6617796804680_395g,395g,395,g,/uploads/natco_spinach-puree-395g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2510,depot_b
6617796804680,natco-spinach-puree-794g,GEN_6617796804680_794g,794g,794,g,/uploads/natco_spinach-puree-794g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2500,depot_b
6647387652168,natco-black-eyed-beans-400g,6647387652168,400g,400,g,/uploads/natco_black-eyed-beans-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,C2330,depot_b
6666589044808,natco-pure-sesame-oil-1-litre,GEN_6666589044808_1l,1l,1,l,/uploads/natco_pure-sesame-oil-1-litre.png,A,,sesame,See product packaging for full ingredients list,,India,Default,C2260,depot_b
6666589044808,natco-pure-sesame-oil-250ml,GEN_6666589044808_250ml,250ml,250,ml,/uploads/natco_pure-sesame-oil-250ml.png,A,,sesame,See product packaging for full ingredients list,,India,Default,C2255,depot_b
6666589306952,natco-groundnut-oil-1-litre,6666589306952,1 Litre,1,l,/uploads/natco_groundnut-oil-1-litre.png,A,,tree-nuts;peanuts,See product packaging for full ingredients list,,India,Default,C2210,depot_b
6666589536328,natco-pure-linseed-oil-250ml,6666589536328,250ml,250,ml,/uploads/natco_pure-linseed-oil-250ml.png,A,,,See product packaging for full ingredients list,,India,Default,C2265,depot_b
6666591010888,natco-castor-oil-250ml,6666591010888,250ml,250,ml,/uploads/natco_castor-oil-250ml.png,A,,,See product packaging for full ingredients list,,India,Default,C2250,depot_b
6666608541768,natco-almond-oil-500ml,GEN_6666608541768_500ml,500ml,500,ml,/uploads/natco_almond-oil-500ml.png,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,C2282,depot_b
6666608541768,natco-almond-oil-250ml,GEN_6666608541768_250ml,250ml,250,ml,/uploads/natco_almond-oil-250ml.png,A,,tree-nuts,See product packaging for full ingredients list,,India,Default,C2280,depot_b
6804638728264,natco-rosemary-jar-40g,6804638728264,40g,40,g,/uploads/natco_rosemary-jar-40g.jpg,A,,,See product packaging for full ingredients list,,India,Default,H5524,depot_b
6804650754120,natco-demerara-sugar-500g,GEN_6804650754120_500g,500g,500,g,/uploads/natco_demerara-sugar-500g.png,A,,,See product packaging for full ingredients list,,India,Default,R7512,depot_b
6804650754120,natco-demerara-sugar-15kg,GEN_6804650754120_1.5kg,1.5kg,1.5,kg,/uploads/natco_demerara-sugar-15kg.jpg,A,,,See product packaging for full ingredients list,,India,Default,R7510,depot_b
6804786282568,natco-whole-birdseye-chilli-jar-40g,GEN_6804786282568_40g,40g,40,g,/uploads/natco_whole-birdseye-chilli-jar-40g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T3151,depot_b
6804786282568,natco-whole-birdseye-chilli-jar-50g,GEN_6804786282568_50g,50g,50,g,/uploads/natco_whole-birdseye-chilli-jar-50g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T3152,depot_b
6842634403912,natco-coriander-seeds-jar-60g,GEN_6842634403912_60g,60g,60,g,/uploads/natco_coriander-seeds-jar-60g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T4106,depot_b
6842634403912,natco-coriander-seeds-jar-65g,GEN_6842634403912_65g,65g,65,g,/uploads/natco_coriander-seeds-jar-65g.jpg,A,,,See product packaging for full ingredients list,,India,Default,T4107,depot_b
ajwanseeds,natco-ajwan-seeds-300g,GEN_ajwanseeds_300g,300g,300,g,/uploads/natco_ajwan-seeds-jar-100g.jpg,B,,,Ajwan Seeds 300g,,India,Default,S1160,depot_b
amchoor-powder,natco-amchoor-powder-400g,GEN_amchoor-powder_400g,400g,400,g,/uploads/natco_amchoor-powder-jar-100g.jpg,B,,,Amchoor Powder 400g,,India,Default,S1350,depot_b
black-pepper-coarse,natco-black-pepper-coarse-300g,GEN_black-pepper-coarse_300g,300g,300,g,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Coarse 300g,,India,Default,S9151,depot_b
black-pepper-coarse,natco-black-pepper-coarse-1kg,GEN_black-pepper-coarse_1kg,1kg,1,kg,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Coarse 1kg,,India,Default,S9160,depot_b
black-pepper-coarse,natco-black-pepper-coarse-100g,GEN_black-pepper-coarse_100g,100g,100,g,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Coarse 100g,,India,Default,S9152,depot_b
black-pepper-ground,natco-black-pepper-ground-400g,GEN_black-pepper-ground_400g,400g,400,g,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Ground 400g,,India,Default,S9350,depot_b
black-pepper-ground-jar,natco-black-pepper-ground-jar-100g,GEN_black-pepper-ground-jar_100g,100g,100,g,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Ground Jar 100g,,India,Default,T8407,depot_b
black-pepper-whole,natco-black-pepper-whole-1kg,GEN_black-pepper-whole_1kg,1kg,1,kg,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Whole 1kg,,India,Default,S9250,depot_b
black-pepper-whole,natco-black-pepper-whole-300g,GEN_black-pepper-whole_300g,300g,300,g,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Whole 300g,,India,Default,S9260,depot_b
black-pepper-whole-jar,natco-black-pepper-whole-jar-100g,GEN_black-pepper-whole-jar_100g,100g,100,g,/uploads/natco_pappadoms-black-pepper-200g.jpg,B,,,Black Pepper Whole Jar 100g,,India,Default,T8307,depot_b
brown-chick-peas,natco-brown-chick-peas-2kg,GEN_brown-chick-peas_2kg,2kg,2,kg,/uploads/natco_brown-chick-peas.jpg,B,,,Brown Chick Peas 2kg,,India,Default,L9150,depot_b
brown-chick-peas,natco-brown-chick-peas-500g,GEN_brown-chick-peas_500g,500g,500,g,/uploads/natco_brown-chick-peas.jpg,B,,,Brown Chick Peas 500g,,India,Default,L9160,depot_b
cardamom-green-ground,natco-cardamom-green-ground-50g,GEN_cardamom-green-ground_50g,50g,50,g,/uploads/natco_cardamom-green-jar-50g.jpg,B,,,Cardamom Green Ground 50g,,India,Default,S2110,depot_b
cardamomgreen,natco-cardamom-green-200g,GEN_cardamomgreen_200g,200g,200,g,/uploads/natco_cardamom-green-ground.jpg,B,,,Cardamom Green 200g,,India,Default,S1960,depot_b
cardamomseeds,natco-cardamom-seeds-100g,GEN_cardamomseeds_100g,100g,100,g,/uploads/natco_cardamomseeds.jpg,B,,,Cardamom Seeds 100g,,India,Default,S2040,depot_b
cassia,natco-cassia-dalchini-400g,GEN_cassia_400g,400g,400,g,/uploads/natco_cassia-dalchini-jar-50g.jpg,B,,,Cassia (Dalchini) 400g,,India,Default,S3150,depot_b
chilli-powder,natco-chilli-powder-1kg,GEN_chilli-powder_1kg,1kg,1,kg,/uploads/natco_chilli-powder-hot-jar-100g.jpg,B,,,Chilli Powder 1kg,,India,Default,S2760,depot_b
chilli-powder,natco-chilli-powder-100g,GEN_chilli-powder_100g,100g,100,g,/uploads/natco_chilli-powder-hot-jar-100g.jpg,B,,,Chilli Powder 100g,,India,Default,S2780,depot_b
chilli-powder-extra-hot,natco-chilli-powder-extra-hot-400g,GEN_chilli-powder-extra-hot_400g,400g,400,g,/uploads/natco_chilli-powder-hot-jar-100g.jpg,B,,,Chilli Powder Extra Hot 400g,,India,Default,S2745,depot_b
chilli-powder-kashmiri1,natco-chilli-powder-kashmiri-100g,GEN_chilli-powder-kashmiri1_100g,100g,100,g,/uploads/natco_chilli-powder-hot-jar-100g.jpg,B,,,Chilli Powder Kashmiri 100g,,India,Default,S2720,depot_b
chilli-powder-kashmiri1,natco-chilli-powder-kashmiri-400g,GEN_chilli-powder-kashmiri1_400g,400g,400,g,/uploads/natco_chilli-powder-hot-jar-100g.jpg,B,,,Chilli Powder Kashmiri 400g,,India,Default,S2715,depot_b
chilli-whole-birdseye,natco-chilli-whole-birdseye-150g,GEN_chilli-whole-birdseye_150g,150g,150,g,/uploads/natco_chilli-whole-birdseye.jpg,B,,,Chilli Whole Birdseye 150g,,India,Default,S2250,depot_b
chilli-whole-stemless,natco-chilli-whole-stemless-200g,GEN_chilli-whole-stemless_200g,200g,200,g,/uploads/natco_chilli-whole-stemless.jpg,B,,,Chilli Whole Stemless 200g,,India,Default,S2320,depot_b
chinese-5-spice,natco-chinese-5-spice-100g,GEN_chinese-5-spice_100g,100g,100,g,/uploads/natco_chinese-5-spice.png,B,,,Chinese 5 Spice 100g,,India,Default,S1610,depot_b
cinnamon-sticks,natco-cinnamon-sticks-50g,GEN_cinnamon-sticks_50g,50g,50,g,/uploads/natco_cinnamon-sticks.jpg,B,,,Cinnamon Sticks 50g,,India,Default,S3215,depot_b
cloves,natco-cloves-200g,GEN_cloves_200g,200g,200,g,/uploads/natco_cloves-jar-50g.jpg,B,,,Cloves 200g,,India,Default,S3560,depot_b
cloves-ground,natco-cloves-ground-50g,GEN_cloves-ground_50g,50g,50,g,/uploads/natco_cloves-ground.jpg,B,,,Cloves Ground 50g,,India,Default,S3605,depot_b
coriander-ground,natco-coriander-ground-400g,GEN_coriander-ground_400g,400g,400,g,/uploads/natco_coriander-ground-jar-70g.jpg,B,,,Coriander Ground 400g,,India,Default,S4570,depot_b
coriander-seeds,natco-coriander-seeds-300g,GEN_coriander-seeds_300g,300g,300,g,/uploads/natco_coriander-seeds-jar-60g.jpg,B,,,Coriander Seeds 300g,,India,Default,S4160,depot_b
crushed-chilli,natco-chilli-crushed-300g,GEN_crushed-chilli_300g,300g,300,g,/uploads/natco_chilli-crushed-jar-80g.jpg,B,,,Chilli Crushed 300g,,India,Default,S2550,depot_b
cumin-ground-jars,natco-cumin-ground-jar-70g,GEN_cumin-ground-jars_70g,70g,70,g,/uploads/natco_cumin-ground-jars.jpg,B,,,Cumin Ground Jar 70g,,India,Default,T4756,depot_b
cumin-ground1,natco-cumin-ground-100g,GEN_cumin-ground1_100g,100g,100,g,/uploads/natco_cumin-ground-jars.jpg,B,,,Cumin Ground 100g,,India,Default,S5580,depot_b
cumin-ground1,natco-cumin-ground-400g,GEN_cumin-ground1_400g,400g,400,g,/uploads/natco_cumin-ground-jars.jpg,B,,,Cumin Ground 400g,,India,Default,S5570,depot_b
cumin-seeds,natco-cumin-seeds-400g,GEN_cumin-seeds_400g,400g,400,g,/uploads/natco_cumin-seeds-black.jpg,B,,,Cumin Seeds 400g,,India,Default,S5260,depot_b
cumin-seeds-black,natco-cumin-seeds-black-100g,GEN_cumin-seeds-black_100g,100g,100,g,/uploads/natco_cumin-seeds-black.jpg,B,,,Cumin Seeds Black 100g,,India,Default,S5160,depot_b
cumin-seeds-jar,natco-cumin-seeds-jar-100g,GEN_cumin-seeds-jar_100g,100g,100,g,/uploads/natco_cumin-seeds-black.jpg,B,,,Cumin Seeds Jar 100g,,India,Default,T4507,depot_b
curry-powder,natco-curry-powder-400g,GEN_curry-powder_400g,400g,400,g,/uploads/natco_curry-powder-hot.png,B,,,Curry Powder 400g,,India,Default,S6370,depot_b
curry-powder-hot,natco-curry-powder-hot-400g,GEN_curry-powder-hot_400g,400g,400,g,/uploads/natco_curry-powder-hot.png,B,,,Curry Powder Hot 400g,,India,Default,S6150,depot_b
curry-powder-hot,natco-curry-powder-hot-100g,GEN_curry-powder-hot_100g,100g,100,g,/uploads/natco_curry-powder-hot.png,B,,,Curry Powder Hot 100g,,India,Default,S6160,depot_b
curry-powder-medium-jar,natco-curry-powder-medium-jar-100g,GEN_curry-powder-medium-jar_100g,100g,100,g,/uploads/natco_curry-powder-medium-jar.jpg,B,,,Curry Powder Medium Jar 100g,,India,Default,T5407,depot_b
curryleaves,natco-curry-leaves-100g,GEN_curryleaves_100g,100g,100,g,/uploads/natco_curryleaves.jpg,B,,,Curry Leaves 100g,,India,Default,S6430,depot_b
fennel-seeds,natco-fennel-seeds-400g,GEN_fennel-seeds_400g,400g,400,g,/uploads/natco_fennel-seeds-jar.jpg,B,,,Fennel Seeds 400g,,India,Default,S7160,depot_b
fennel-seeds-jar,natco-fennel-seeds-jar-100g,GEN_fennel-seeds-jar_100g,100g,100,g,/uploads/natco_fennel-seeds-jar.jpg,B,,,Fennel Seeds Jar 100g,,India,Default,T5807,depot_b
garlic-flakes,natco-garlic-flakes-100g,GEN_garlic-flakes_100g,100g,100,g,/uploads/natco_garlic-flakes.jpg,B,,,Garlic Flakes 100g,,India,Default,S7385,depot_b
garlic-powder,natco-garlic-powder-100g,GEN_garlic-powder_100g,100g,100,g,/uploads/natco_garlic-powder-jar.jpg,B,,,Garlic Powder 100g,,India,Default,S7360,depot_b
garlic-powder-jar,natco-garlic-powder-jar-100g,GEN_garlic-powder-jar_100g,100g,100,g,/uploads/natco_garlic-powder-jar.jpg,B,,,Garlic Powder Jar 100g,,India,Default,T6352,depot_b
ginger-powder,natco-ginger-powder-100g,GEN_ginger-powder_100g,100g,100,g,/uploads/natco_ginger-powder.jpg,B,,,Ginger Powder 100g,,India,Default,S7560,depot_b
ground-ginger-jar,natco-ground-ginger-jar-70g,GEN_ground-ginger-jar_70g,70g,70,g,/uploads/natco_ground-ginger-jar.jpg,B,,,Ground Ginger Jar 70g,,India,Default,T6509,depot_b
kalanamak,natco-kala-namak-300g,GEN_kalanamak_300g,300g,300,g,/uploads/natco_kalanamak.jpg,B,,,Kala Namak 300g,,India,Default,S7680,depot_b
kalanamak,natco-kala-namak-100g,GEN_kalanamak_100g,100g,100,g,/uploads/natco_kalanamak.jpg,B,,,Kala Namak 100g,,India,Default,S7690,depot_b
mace-ground,natco-mace-ground-50g,GEN_mace-ground_50g,50g,50,g,/uploads/natco_mace-ground.jpg,B,,,Mace Ground 50g,,India,Default,S7815,depot_b
methi-leaves-jar,natco-methi-leaves-jar-10g,GEN_methi-leaves-jar_10g,10g,10,g,/uploads/natco_kasuri-methi-leaves-100g.jpg,B,,,Methi Leaves Jar 10g,,India,Default,T7552,depot_b
methi-seeds,natco-methi-seeds-fenugreek-400g,GEN_methi-seeds_400g,400g,400,g,/uploads/natco_methi-seeds-jar.jpg,B,,,Methi Seeds Fenugreek 400g,,India,Default,S8160,depot_b
methi-seeds-jar,natco-methi-seeds-jar-100g,GEN_methi-seeds-jar_100g,100g,100,g,/uploads/natco_methi-seeds-jar.jpg,B,,,Methi Seeds Jar 100g,,India,Default,T7352,depot_b
moth-beans,natco-moth-beans-2kg,GEN_moth-beans_2kg,2kg,2,kg,/uploads/natco_moth-beans.png,B,,,Moth Beans 2kg,,India,Default,L5150,depot_b
moth-beans,natco-moth-beans-500g,GEN_moth-beans_500g,500g,500,g,/uploads/natco_moth-beans.png,B,,,Moth Beans 500g,,India,Default,L5160,depot_b
mustard-seeds,natco-mustard-seeds-400g,GEN_mustard-seeds_400g,400g,400,g,/uploads/natco_mustard-seeds-black-jar.jpg,B,,mustard,Mustard Seeds 400g,,India,Default,S8460,depot_b
mustard-seeds-black-jar,natco-mustard-seeds-black-jar-100g,GEN_mustard-seeds-black-jar_100g,100g,100,g,/uploads/natco_mustard-seeds-black-jar.jpg,B,,mustard,Mustard Seeds Black Jar 100g,,India,Default,T7652,depot_b
nigella-seeds,natco-kalwanji-nigella-seeds-300g,GEN_nigella-seeds_300g,300g,300,g,/uploads/natco_nigella-seeds-jar.jpg,B,,,Kalwanji (Nigella) Seeds 300g,,India,Default,S7750,depot_b
nigella-seeds-jar,natco-kalwanji-nigella-seeds-jar-100g,GEN_nigella-seeds-jar_100g,100g,100,g,/uploads/natco_nigella-seeds-jar.jpg,B,,,Kalwanji (Nigella) Seeds Jar 100g,,India,Default,T6752,depot_b
nutmeg-ground,natco-nutmeg-ground-50g,GEN_nutmeg-ground_50g,50g,50,g,/uploads/natco_nutmeg-ground-jar.jpg,B,,tree-nuts,Nutmeg Ground 50g,,India,Default,S7900,depot_b
nutmeg-ground-jar,natco-nutmeg-ground-jar-100g,GEN_nutmeg-ground-jar_100g,100g,100,g,/uploads/natco_nutmeg-ground-jar.jpg,B,,tree-nuts,Nutmeg Ground Jar 100g,,India,Default,T7807,depot_b
nutmeg-whole-jar,natco-nutmeg-whole-jar-100g,GEN_nutmeg-whole-jar_100g,100g,100,g,/uploads/natco_nutmeg-whole-jar.jpg,B,,tree-nuts,Nutmeg Whole Jar 100g,,India,Default,T7707,depot_b
panchpuran-whole-spice,natco-panchpuran-5-whole-spice-1kg,GEN_panchpuran-whole-spice_1kg,1kg,1,kg,/uploads/natco_panchpuran-whole-spice.jpg,B,,,Panchpuran (5 Whole Spice) 1kg,,India,Default,S8650,depot_b
paprika-powder,natco-paprika-powder-400g,GEN_paprika-powder_400g,400g,400,g,/uploads/natco_paprika-powder-jar.jpg,B,,,Paprika Powder 400g,,India,Default,S8770,depot_b
paprika-powder-jar,natco-paprika-powder-jar-100g,GEN_paprika-powder-jar_100g,100g,100,g,/uploads/natco_paprika-powder-jar.jpg,B,,,Paprika Powder Jar 100g,,India,Default,T8252,depot_b
saffron,natco-saffron-1g,GEN_saffron_1g,1g,1,g,/uploads/natco_saffron.png,B,,,Saffron 1g,,India,Default,S9555,depot_b
takmuria,natco-takmuria-basil-seeds-100g,GEN_takmuria_100g,100g,100,g,/uploads/natco_ajwan-seeds-jar-100g.jpg,B,,,Takmuria (Basil Seeds) 100g,,India,Default,R8300,depot_b
tamarind-paste-jar,natco-tamarind-paste-jar-250g,GEN_tamarind-paste-jar_250g,250g,250,g,/uploads/natco_tamarind-paste-jar.jpg,B,,,Tamarind Paste Jar 250g,,India,Default,T9151,depot_b
tamarindslab,natco-tamarind-slab-200g,GEN_tamarindslab_200g,200g,200,g,/uploads/natco_tamarindslab.png,B,,,Tamarind Slab 200g,,India,Default,R8160,depot_b
tamarindwet,natco-tamarind-wet-400g,GEN_tamarindwet_400g,400g,400,g,/uploads/natco_tamarind-amp-date-sauce-340g.jpg,B,,,Tamarind Wet 400g,,India,Default,R8200,depot_b
toor-dal-oily1,natco-toor-dal-oily-2kg,GEN_toor-dal-oily1_2kg,2kg,2,kg,/uploads/natco_toor-dal-oily1.png,B,,,Toor Dal Oily 2kg,,India,Default,L6560,depot_b
toor-dal-oily1,natco-toor-dal-oily-1kg,GEN_toor-dal-oily1_1kg,1kg,1,kg,/uploads/natco_toor-dal-oily.jpg,B,,,Toor Dal Oily 1kg,,India,Default,L6555,depot_b
toor-dal-plain,natco-toor-dal-plain-2kg,GEN_toor-dal-plain_2kg,2kg,2,kg,/uploads/natco_toor-dal-plain.jpg,B,,,Toor Dal Plain 2kg,,India,Default,L6650,depot_b
toor-dal-plain,natco-toor-dal-plain-500g,GEN_toor-dal-plain_500g,500g,500,g,/uploads/natco_toor-dal-plain.jpg,B,,,Toor Dal Plain 500g,,India,Default,L6660,depot_b
turmeric-powder,natco-turmeric-powder-400g,GEN_turmeric-powder_400g,400g,400,g,/uploads/natco_turmeric-powder-jar.jpg,B,,,Turmeric Powder 400g,,India,Default,S9870,depot_b
turmeric-powder-jar,natco-turmeric-powder-jar-100g,GEN_turmeric-powder-jar_100g,100g,100,g,/uploads/natco_turmeric-powder-jar.jpg,B,,,Turmeric Powder Jar 100g,,India,Default,T9807,depot_b
urid-dal-white,natco-urid-dal-white-2kg,GEN_urid-dal-white_2kg,2kg,2,kg,/uploads/natco_urid-dal-white.jpg,B,,,Urid Dal White 2kg,,India,Default,L7560,depot_b
urid-dal-white,natco-urid-dal-white-1kg,GEN_urid-dal-white_1kg,1kg,1,kg,/uploads/natco_urid-dal-white.jpg,B,,,Urid Dal White 1kg,,India,Default,L7568,depot_b
uridbeans,natco-urid-beans-2kg,GEN_uridbeans_2kg,2kg,2,kg,/uploads/natco_urid-beans-case.jpg,B,,,Urid Beans 2kg,,India,Default,L7160,depot_b
uridbeans,natco-urid-beans-1kg,GEN_uridbeans_1kg,1kg,1,kg,/uploads/natco_urid-beans-case.jpg,B,,,Urid Beans 1kg,,India,Default,L7158,depot_b
uridsplit1,natco-urid-split-2kg,GEN_uridsplit1_2kg,2kg,2,kg,/uploads/natco_uridsplit.jpg,B,,,Urid Split 2kg,,India,Default,L7350,depot_b
uridsplit1,natco-urid-split-500g,GEN_uridsplit1_500g,500g,500,g,/uploads/natco_uridsplit.jpg,B,,,Urid Split 500g,,India,Default,L7360,depot_b
white-pepper-ground,natco-white-pepper-ground-100g,GEN_white-pepper-ground_100g,100g,100,g,/uploads/natco_white-pepper-ground-jar.jpg,B,,,White Pepper Ground 100g,,India,Default,S9470,depot_b
white-pepper-ground-jar,natco-white-pepper-ground-jar-100g,GEN_white-pepper-ground-jar_100g,100g,100,g,/uploads/natco_white-pepper-ground-jar.jpg,B,,,White Pepper Ground Jar 100g,,India,Default,T8607,depot_b
yellow-mustard-seeds,natco-yellow-mustard-seeds-300g,GEN_yellow-mustard-seeds_300g,300g,300,g,/uploads/natco_yellow-mustard-seeds.jpg,B,,mustard,Yellow Mustard Seeds 300g,,India,Default,S8410,depot_b
yellow-split-peas1,natco-yellow-split-peas-2kg,GEN_yellow-split-peas1_2kg,2kg,2,kg,/uploads/natco_yellow-split-peas-case.jpg,B,,,Yellow Split Peas 2kg,,India,Default,L9350,depot_b
yellow-split-peas1,natco-yellow-split-peas-1kg,GEN_yellow-split-peas1_1kg,1kg,1,kg,/uploads/natco_yellow-split-peas-case.jpg,B,,,Yellow Split Peas 1kg,,India,Default,L9348,depot_b
parachute-coconut-oil,parachute-coconut-oil-500ml,GEN_parachute-coconut-oil_500ml,,500,ml,/images/products/parachute-coconut-oil.jpg,,,,Store in a cool dry place,India,500,parachute-coconut-oil-500ml,,fresh_supplier
parle-bourbon,parle-parle-bourbon-200g,GEN_parle-bourbon_200g,200g,200,g,/images/products/parle-bourbon.jpg,B,,,See product packaging for full ingredients list,,India,200g,Parle-parle-bourbon-v0,depot_c
parle-g-glucose-biscuits,parle-parle-g-glucose-biscuits-400g,GEN_parle-g-glucose-biscuits_400g,400g,400,g,/images/products/parle-g-glucose-biscuits.png,B,,,See product packaging for full ingredients list,,India,400g,Parle-parle-g-glucose-biscuits-v0,depot_c
parle-g-glucose-biscuits,parle-parle-g-glucose-biscuits-1kg,GEN_parle-g-glucose-biscuits_1kg,1kg,1,kg,/images/products/parle-g-glucose-biscuits.png,B,,,See product packaging,,India,1kg,MVC-parle-g-glucose-biscuits-1kg-v0,depot_c
pataks-lime-pickle,pataks-pataks-lime-pickle-283g,GEN_pataks-lime-pickle_283g,283g,283,g,/images/products/pataks-lime-pickle.jpg,B,,,See product packaging for full ingredients list,,India,283g,Patak's-pataks-lime-pickle-v0,depot_a
